,id,study,subgroup,title,abstract,year,doi,url,title_abstract_screening
529,20,Popovic 2024,bptb,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,"Background: Bone-patellar tendon-bone (BPTB) and double-looped semitendinosus and gracilis (hamstring) grafts are commonly used for anterior cruciate ligament (ACL) reconstruction. Short-term and midterm studies show little or no differences between the 2 grafts; however, there are only a few long-term studies to compare results between the 2 grafts.Purpose: To compare the results after using either BPTB grafts or hamstring tendon grafts 18 years after ACL reconstruction.Study Design: Randomized controlled trial; Level of evidence 2.Methods: A total of 114 patients with ACL rupture between 2001 and 2004 were randomized to reconstruction with either a BPTB graft or a hamstring tendon graft. Patients were operated on at 4 major hospitals. The 18-year follow-up evaluation included anterior knee laxity measured with a KT-1000 arthrometer, defined as the primary outcome, while clinical examination (Lachman and pivot-shift tests), isokinetic testing of muscle strength, patient-reported outcome measures, and an assessment of radiographic osteoarthritis using the Kellgren-Lawrence classification were defined as secondary outcomes.Results: A total of 96 patients (84%, 47 BPTB and 49 hamstring grafts) were available for follow-up, 71 of these for clinical examination. Seven of 96 patients were excluded for ACL revision (n = 5) or knee replacement (n = 2) surgery. In total, 25 patients (10 BPTB and 15 hamstring grafts) had undergone additional surgery other than ACL revision or total knee arthroplasty. There were no significant differences between the groups in terms of anterior laxity test with KT-1000 arthrometer (primary outcome). In secondary outcomes, no significant differences between groups were reported regarding clinical examination, patient-reported outcome scores, or radiographic osteoarthritis (Kellgren-Lawrence grade 2-4 for patellofemoral joint [18 hamstring and 14 BPTB] or tibiofemoral joint [20 hamstring and 19 BPTB]), while isokinetic testing revealed that the hamstring group had a 10.7% reduction in mean peak flexion torque compared with the BPTB group at 60 deg/s (df = 59; P = .011). At 60 deg/s the mean total flexion work in the hamstring group was reduced by 17.2% compared with the BPTB group (df = 59; P = .002).Conclusion: The flexion strength in the hamstring group was significantly reduced in the operated knee after 18 years. There were no significant differences between the groups regarding subjective outcomes, patient-reported outcomes, range of motion, clinical and instrumented knee laxity, and the development of osteoarthritis.Registration: NCT05876013 (ClinicalTrials.gov identifier).",2024,10.1177/03635465241271524,https://doi.org/10.1177/03635465241271524,yes
530,21,Vendrig 2024,bptb,Incidence of Osteoarthritis Between ACL Reconstruction With Different Graft Types and Between ACL Reconstruction and Repair: A Systematic Review and Meta-analysis of Randomized Controlled Trials,"Background: Variation in stiffness, fixation methods, and donor-site morbidity after anterior cruciate ligament reconstruction (ACLR) with different graft types and with anterior cruciate ligament suture repair (ACLSR) can lead to differences in dynamic knee laxity and consequent differences in posttraumatic osteoarthritis (PTOA) development. Purpose: To compare the incidence of PTOA between different graft types used for primary ACLR and between primary ACLR and ACLSR. It was hypothesized that the incidence of PTOA would vary between ACLR with different autografts and allografts and between ACLR and ACLSR. Study Design: Systematic review; Level of evidence, 1. Methods: A search of the literature was performed to identify all randomized controlled trials (RCTs) comparing radiographic evidence of PTOA after ACLR between different graft types-hamstring tendon (HT) autograft, bone-patellar tendon-bone (BPTB) autograft, quadriceps tendon autograft, and allograft-and between ACLR and ACLSR. The minimum follow-up was 2 years. Study quality was assessed using the modified Coleman Methodology Score. A meta-analysis was performed to determine whether there was a difference in the incidence of PTOA between the different graft types and between ACLR and ACLSR. Results: Eleven randomized controlled trials were included in the meta-analysis-HT: 440 patients (mean follow-up, 9.7 years); BPTB: 307 patients (mean follow-up, 11.8 years); allograft: 246 patients (mean follow-up, 5 years); ACLSR, 22 patients (5 years). No study reporting the incidence after ACLR with quadriceps tendon was included. The study quality ranged from 70 to 88. The meta-analysis indicated no significant difference in the incidence of PTOA between graft types used for ACLR and between ACLR and ACLSR (risk ratios: HT vs BPTB, 1.05; HT vs allograft, 0.81; BPTB vs allograft, 0.82; HT vs ACLSR, not estimable [P > .05 for all]). The combined number of patients with PTOA in all studies per graft type showed that patients who underwent ACLR with a BPTB autograft had the highest percentage of PTOA (HT, 23.4%; BPTB, 29.6%; allograft, 8.1%; ACLSR, 0%). However, excluding studies with a follow-up <5 years resulted in similar outcomes for patients with an HT autograft and a BPTB autograft. Conclusion: This meta-analysis reported no difference in the incidence of PTOA between graft types used for ACLR and between ACLR and ACLSR. More research is necessary to make a reliable conclusion about which technique is associated with the lowest incidence of PTOA after ACL surgery.",2024,10.1177/23259671241258775,https://doi.org/10.1177/23259671241258775,yes
531,22,Raj 2024,bptb,Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials,"Background: Anterior cruciate ligament reconstruction (ACLR) is most commonly performed with hamstring tendon (HT) or bone-patellar tendon-bone (BTB) autografts, although the quadriceps tendon (QT) autograft has recently increased in popularity. This systematic review and meta-analysis review compares QT and HT autografts for primary ACLR with a sole focus on randomised controlled trials (RCTs). Methods: A prospective protocol was registered on PROSPERO (CRD42023427339). The search included MEDLINE, Embase and Web of Science until February 2024. Only comparative RCTs were included. The primary outcome was the International Knee Documentation Committee (IKDC) Subjective Knee Evaluation Form score. Secondary outcomes included: other validated patient-reported outcome measures (PROMs), objective strength scores, complications, and return to sport and work. Results: From 2,609 articles identified, seven were included (n = 474 patients). This metaanalysis did not identify a significant difference in post-operative IKDC scores (5 articles; p = 0.73), Lysholm scores (3 studies; p = 0.80) or Tegner activity scales (2 studies; p = 0.98). There were no differences in graft failure rates (4 studies; p = 0.92) or in overall adverse events (4 studies; p = 0.83) at 24 months post-ACLR as per meta-analysis. Donor site morbidity scores were significantly lower in the QT group (MD -4.67, 95% CI -9.29 to -0.05; 2 studies, 211 patients; p = 0.05, I2 = 34%). Conclusion: There were no differences between QT and HT in PROMs, graft failure rates or overall complications based on low- to moderate-quality evidence. There may possibly be lower donor site morbidity with the QT autograft, however, the evidence is not sufficient to draw definitive conclusions. (c) 2024 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",2024,10.1016/j.knee.2024.07.002,https://doi.org/10.1016/j.knee.2024.07.002,yes
532,24,Beyer 2024,bptb,Comparison of Graft Type and Fixation Method in Anterior Cruciate Ligament Reconstruction A Systematic Review and Meta-analysis Based on Randomized Control Studies,"Background:The anterior cruciate ligament (ACL) is the most commonly injured ligament in the knee. ACL reconstruction (ACLR) proves the standard for treating this injury. However, graft choice and method of fixation remain a heavily debated topic. This study investigates the following: bone-patellar tendon-bone (BPTB) vs. hamstring tendon (HT) autograft, single-bundle vs. double-bundle hamstring graft, and metal vs. bioabsorbable screws in ACLR. Methods:A systematic review was performed on PubMed and Google Scholar according to Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Data were collected on patient demographics, complications, and functionality scores including International Knee Documentation Committee (IKDC) and Lysholm scores. A systematic review and meta-analysis were conducted with Review Manager. Outcome measurements were determined using forest plots with significant differences considered p < 0.05. Results:Twenty-five studies were included, accounting for 2,170 patients. No statistically significant difference was appreciated when comparing BPTB to hamstring autografts. Patients who received a double bundle HT autograft exhibited significantly superior outcomes in terms of revision (p = 0.05), failure (p = 0.002), normal pivot shift tests (p = 0.04), and normal IKDC (p = 0.008). When comparing screw types, bioabsorbable screws had a greater Lysholm score (p = 0.01) and lower failure rates for copolymer screws (p = 0.03). Conclusion:Overall, the data collected suggested that BPTB and HT autografts display similar postoperative results. However, if an HT autograft is used, the data suggest a double-bundle graft improves both functionality and decreases the possible complications. Finally, bioabsorbable screws prove superior to metal screws when looking at both functionality and failure rates. Further research into the superior graft type is still needed. Level of Evidence:Level II. See Instructions for Authors for a complete description of levels of evidence.",2024,10.2106/JBJS.RVW.23.00222,https://doi.org/10.2106/JBJS.RVW.23.00222,yes
533,25,Allende 2024,bptb,Comparing Clinical Outcomes and Knee Stability in Remnant- Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis,"Background: Anterior cruciate ligament reconstruction (ACLR) is one of the most frequently performed procedures in sports medicine, and undesirable outcomes still may range from 3-18%. One technique that has been explored to improve outcomes is preservation of the ACL remnant tibial stump, as opposed to stump debridement, at the time of reconstruction.Purpose: To review current high-level evidence and compare remnant-preserving anterior cruciate ligament reconstruction (ACLR) versus standard ACLR in terms of clinical outcomes and measures of knee stability.Hypothesis: ACLR with remnant preservation would result in improved clinical outcomes and knee stability measures.Study Design: Systematic review; Level of evidence, 2.Methods: A systematic review of randomized controlled trials (RCTs) and cohort studies comparing remnant-preserving ACLR with standard ACLR with a minimum level of evidence of 2 was performed. Extracted data were summarized as general information, surgical characteristics, postoperative clinical outcomes, knee stability, graft evaluation, tunnel assessment, and postoperative complications. When feasible, a meta-analysis was performed.Results: Seven RCTs and 5 cohort studies met the inclusion criteria. In total, 518 patients underwent remnant-preserving ACLR and 604 patients underwent standard ACLR. Ten studies performed the reconstruction with hamstring tendon (HT) autografts, 1 study with HT and bone-patellar tendon-bone autografts, and 1 study with HT and tibialis anterior allografts. On meta-analysis, remnant-preserving ACLR provided comparable outcomes with respect to International Knee Documentation Committee grades or Tegner scores. Even though there was a significant improvement in Lysholm scores (mean difference, -1.9; 95% CI, -2.89 to -0.91; P = .0002) with the remnant-preserving technique, this did not exceed previously reported minimal clinically important difference values. Remnant-preserving ACLR demonstrated superior knee stability in terms of patients achieving negative pivot shift when compared with the control group (88.89% vs 79.92%; P = .006). Although there was a significant improvement in the side-to-side difference in anterior tibial translation favoring remnant preservation (P = .004), the mean difference was 0.51 mm.Conclusion: Remnant-preserving ACLR, primarily with HT autografts, results in comparable clinical outcome scores and significantly improved knee stability relative to standard ACLR without remnant preservation without increasing the complication rate. Further studies will help clarify if remnant-preserving ACLR also has benefits in terms of enhancing graft integration and maturation, improving proprioception, limiting tunnel enlargement, and reducing complications.",2024,10.1177/03635465231225984,https://doi.org/10.1177/03635465231225984,yes
534,26,Delcogliano 2024,bptb,Platelet-rich plasma augmentation in anterior cruciate ligament reconstruction: Evidence is still too scattered. A scoping review of randomised controlled trials,"Purpose: Platelet-rich plasma (PRP) augmentation has been proposed to improve the results of anterior cruciate ligament reconstruction (ACLR). The present study aims to quantify the available evidence to support the use of PRP as biological augmentation in ACLR surgery. Methods: A systematic literature search was conducted on the PubMed, Cochrane, Web of Science and Embase databases on 10 March 2023. Inclusion criteria were randomised controlled trials (RCTs), written in English, addressing PRP augmentation in ACLR surgery, with no time limitation. A scoping review was performed to map the body of literature by examining the evidence related to specific aspects of patients' treatment and evaluation. Risk of bias evaluation was performed with the Cochrane risk-of-bias tool for randomised trials Version 2 (RoB 2), while the quality assessment was performed with the use of the Coleman Score. Results: Out of 983 articles retrieved, 23 RCTs on 943 knees were included in this scoping review. PRP was administered in a liquid form in nine studies and clotted in 11 studies, while in three studies both liquid and clotted PRP were used. Hamstring auto/allografts were used in 14 studies, patellar tendon auto/allografts were used in eight studies and one study described ACLR with peroneus longus allografts. The map of the evidence documented high heterogeneity also in terms of surgical technique, objective and subjective outcome measures and radiological assessment, as well as follow-up times ranging from 1 day to 2 years, with virtually no overlapping data among studies neither in terms of treatments nor evaluations. Risk of bias evaluation showed an overall low quality of the included studies. Conclusions: The available literature addressing PRP augmentation in ACLR is largely scattered. PRP was produced and applied following different procedures, and high variability was detected across the included studies for every aspect of ACLR surgery and evaluation. Currently, a meaningful comparison of the available studies is not possible as the quantification of the literature results is biased by their heterogeneity. Future studies should provide more standardisation to investigate the benefits of biological augmentation in ACL surgery and confirm the promising yet weak evidence of PRP potential as well as the most suitable application modality, before routine use in clinical practice.",2024,10.1002/ksa.12127,https://doi.org/10.1002/ksa.12127,yes
535,27,Lawrence 2024,bptb,Randomized Controlled Trials Comparing BonePatellar Tendon-Bone Versus Hamstring Tendon Autografts in Anterior Cruciate Ligament Reconstruction Surgery Are Statistically Fragile: A Systematic Review,"Purpose: To assess the statistical fragility of recently published randomized controlled trials (RCTs) comparing the use of hamstring tendon autograft with bone -patellar tendon -bone autograft for anterior cruciate ligament (ACL) reconstruction. Methods: The PubMed, Embase, and MEDLINE databases were queried for RCTs published since 2010 comparing autograft type (bone -patellar tendon -bone vs hamstring tendon) in ACL reconstruction surgery. The fragility index (FI) and reverse FI (rFI) were determined for significant and nonsignificant outcomes, respectively, as the number of outcome reversals required to change statistical significance. The fragility quotient (FQ) and reverse FQ, representing fragility as a proportion of the study population, were calculated by dividing the FI and rFI, respectively, by the sample size. Results: We identified 19 RCTs reporting 55 total dichotomous outcomes. The median FI of the 55 total outcomes was 5 (interquartile range [IQR], 4-7), meaning a median of 5 outcome event reversals would alter the outcomes' significance. Five outcomes were reported as statistically significant with a median FI of 4 (IQR, 2-6), meaning a median of 4 outcome event reversals would change outcomes to be nonsignificant. Fifty outcomes were reported as nonsignificant with a median rFI of 5 (IQR, 4-7), meaning a median of 5 outcome event reversals would change outcomes to be significant. The FQ and reverse FQ for significant and nonsignificant outcomes were 0.025 (IQR, 0.018-0.045) and 0.082 (IQR, 0.041-0.106), respectively. For 61.8% of outcomes, patients lost to follow-up exceeded the corresponding FI or rFI. Conclusions: There is substantial statistical fragility in recent RCTs on autograft choice in ACL reconstruction surgery given that altering a few outcome events is sufficient to reverse study findings. For over half of outcomes, maintaining patients lost to follow-up may have been sufficient to reverse study conclusions. Clinical Relevance: We recommend co -reporting FIs and P values to provide a more comprehensive representation of a study's conclusions when conducting an RCT.",2024,10.1016/j.arthro.2023.07.039,https://doi.org/10.1016/j.arthro.2023.07.039,yes
536,29,Anz 2023,bptb,Augmentation of ACL Autograft Reconstruction With an Amnion Collagen Matrix Wrap and Bone Marrow Aspirate Concentrate: A Pilot Randomized Controlled Trial With 2-Year Follow-up,"Background:It is theorized that the lack of a synovial lining after anterior cruciate ligament (ACL) injury and ACL reconstruction (ACLR) contributes to slow ligamentization and possible graft failure. Whether graft maturation and incorporation can be improved with the use of a scaffold requires investigation.Purpose:To evaluate the safety and efficacy of wrapping an ACL autograft with an amnion collagen matrix and injecting bone marrow aspirate concentrate (BMAC), quantify the cellular content of the BMAC samples, and assess 2-year postoperative patient-reported outcomes.Study Design:Randomized controlled trial; Level of evidence, 2.Methods:A total of 40 patients aged 18 to 35 years who were scheduled to undergo ACLR were enrolled in a prospective single-blinded randomized controlled trial with 2 arms based on graft type: bone-patellar tendon-bone (BTB; n = 20) or hamstring (HS; n = 20). Participants in each arm were randomized into a control group who underwent standard ACLR or an intervention group who had their grafts wrapped with an amnion collagen matrix during graft preparation, after which BMAC was injected under the wrap layers after implantation. Postoperative magnetic resonance imaging (MRI) mapping/processing yielded mean T2* relaxation time and graft volume values at 3, 6, 9, and 12 months. Participants completed the Single Assessment Numeric Evaluation Score, Knee injury and Osteoarthritis Outcome Score, and pain visual analog scale. Statistical linear mixed-effects models were used to quantify the effects over time and the differences between the control and intervention groups. Adverse events were also recorded.Results:No significant differences were found at any time point between the intervention and control groups for BTB T2* (95% CI, -1.89 to 0.63; P = .31), BTB graft volume (95% CI, -606 to 876.1; P = .71), HS T2* (95% CI, -2.17 to 0.39; P = .162), or HS graft volume (95% CI, -11,141.1 to 351.5; P = .28). No significant differences were observed between the intervention and control groups of either graft type on any patient-reported outcome measure. No adverse events were reported after a 2-year follow-up.Conclusion:In this pilot study, wrapping a graft with an amnion collagen matrix and injecting BMAC appeared safe. MRI T2* values and graft volume of the augmented ACL graft were not significantly different from that of controls, suggesting that the intervention did not result in improved graft maturation.Registration:NCT03294759 (ClinicalTrials.gov identifier).",2023,10.1177/23259671231210035,https://doi.org/10.1177/23259671231210035,yes
537,31,Ruelos 2023,bptb,The reverse fragility index: RCTs reporting non-significant differences in failure rates between hamstring and bone-patellar tendon-bone autografts have fragile results,"PurposeThe reverse fragility index (RFI) is a novel metric to appraise the results of studies reporting statistically non-significant results. The purpose of this study was to determine the statistical robustness of randomized controlled trials (RCTs) reporting non-significant differences in anterior cruciate ligament reconstruction (ACLR) graft failure rates, defined as re-rupture/revision ACLR rate, between hamstring tendon (HT) and bone-patellar tendon-bone (BTB) autografts by calculating RFIs.MethodsA systematic review was performed to identify RCTs that compared HT to BTB grafts for ACLR through January 2022. Studies reporting non-significant differences in graft re-rupture and revision ACLR rate (n.s.) were included. The RFI, defined as the fewest number of event reversals needed to change the non-significant graft re-rupture/revision outcome to statistically significant (P < 0.05), was recorded for each study. In addition, the number of studies in which the loss to follow-up exceeded the RFI was recorded.ResultsAmong the 16 included RCTs, the median (interquartile range [IQR]) sample size was 71 (64-114), and the median (IQR) total number of graft re-rupture/revision ACLR events was 4 (4-6). The median (IQR) graft re-rupture/revision ACLR rate was 4.3% (3.0-6.4) overall, 4.1% (2.6-6.7) in the BTB group, and 5.4% (3.0-6.3) in the HT group. The median (IQR) RFI was 3 (3-4), signifying that a reversal of the outcome in 3 patients in one arm was needed to flip the studies' result from non-significant to statistically significant (P < 0.05). The median (IQR) number of participants lost to follow-up was 11 (3-13), and 13 (81.3%) of the included studies had a loss to follow-up greater than the studies' RFI.ConclusionThe results of RCTs reporting statistically non-significant re-rupture/revision ACLR rates between HT and BTB autografts would become significant if the outcome were reversed in a small number of patients-a number that was less than the loss to follow-up in the majority of studies. Thus, the neutrality of these studies is fragile, and a true statistically significant difference in re-rupture/revision rates may have been undetected.",2023,10.1007/s00167-023-07420-0,https://doi.org/10.1007/s00167-023-07420-0,yes
538,32,Runer 2023,bptb,"Current trends in graft choice for primary anterior cruciate ligament reconstruction - part II: In-vivo kinematics, patient reported outcomes, re-rupture rates, strength recovery, return to sports and complications","Postoperative patient satisfaction after anterior cruciate ligament reconstruction (ACL-R) is influenced mainly by the degree of pain, the need for reoperation, and functional performance in daily activities and sports. Graft choice has shown to have an influence on postoperative outcomes after ACL-R. While patient reported outcomes measurements do not differ between graft options, evidence shows that normal knee kinematics is not fully restored after ACL-R with an increase in postoperative anterior tibial translation (ATT). Postoperative graft rupture rates seem to favor bone-patella-tendon-bone (BPTB) and quadriceps tendon (QT) autografts over HT or allografts. While return to sports rates seem comparable between different graft types, postoperative extensor strength is reduced in patients with BPTB and QT whereas flexion strength is weakened in patients with HT. Postoperative donor site morbidity is highest in BPTB but comparable between HT and QT. With all graft options having advantages and drawbacks, graft choice must be individualized and chosen in accordance with the patient.",2023,10.1186/s40634-023-00601-3,https://doi.org/10.1186/s40634-023-00601-3,yes
539,33,Kunze 2023,bptb,Lower donor site morbidity with hamstring and quadriceps tendon autograft compared with bone-patellar tendon-bone autograft after anterior cruciate ligament reconstruction: a systematic review and network meta-analysis of randomized controlled trials,"PurposeTo perform a meta-analysis of RCTs evaluating donor site morbidity after bone-patellar tendon-bone (BTB), hamstring tendon (HT) and quadriceps tendon (QT) autograft harvest for anterior cruciate ligament reconstruction (ACLR).MethodsPubMed, OVID/Medline and Cochrane databases were queried in July 2022. All level one articles reporting the frequency of specific donor-site morbidity were included. Frequentist model network meta-analyses with P-scores were conducted to compare the prevalence of donor-site morbidity, complications, all-cause reoperations and revision ACLR among the three treatment groups.ResultsTwenty-one RCTs comprising the outcomes of 1726 patients were included. The overall pooled rate of donor-site morbidity (defined as anterior knee pain, difficulty/impossibility kneeling, or combination) was 47.3% (range, 3.8-86.7%). A 69% (95% confidence interval [95% CI]: 0.18-0.56) and 88% (95% CI: 0.04-0.33) lower odds of incurring donor-site morbidity was observed with HT and QT autografts, respectively (p < 0.0001, both), when compared to BTB autograft. QT autograft was associated with a non-statistically significant reduction in donor-site morbidity compared with HT autograft (OR: 0.37, 95% CI: 0.14-1.03, n.s.). Treatment rankings (ordered from best-to-worst autograft choice with respect to donor-site morbidity) were as follows: (1) QT (P-score = 0.99), (2) HT (P-score = 0.51) and (3) BTB (P-score = 0.00). No statistically significant associations were observed between autograft and complications (n.s.), reoperations (n.s.) or revision ACLR (n.s.).ConclusionACLR using HT and QT autograft tissue was associated with a significant reduction in donor-site morbidity compared to BTB autograft. Autograft selection was not associated with complications, all-cause reoperations, or revision ACLR. Based on the current data, there is sufficient evidence to recommend that autograft selection should be personalized through considering differential rates of donor-site morbidity in the context of patient expectations and activity level without concern for a clinically important change in the rate of adverse events.",2023,10.1007/s00167-023-07402-2,https://doi.org/10.1007/s00167-023-07402-2,yes
540,34,Zhao 2022,bptb,"Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction A meta-analysis of randomized controlled trials with a 5-year minimum follow-up (vol 99, e23476, 2020)",,2022,10.1097/MD.0000000000029873,https://doi.org/10.1097/MD.0000000000029873,yes
541,35,Liukkonen 2022,bptb,Revision Rates After Primary ACL Reconstruction Performed Between 1969 and 2018: A Systematic Review and Metaregression Analysis,"Background: Numerous studies, including randomized controlled trials (RCTs), have been published on the optimal graft choice for primary anterior cruciate ligament (ACL) reconstruction. Purpose: To review existing studies to investigate whether advances in orthopaedics have affected revision rates after primary ACL reconstruction. Study Design: Systematic review; Level of evidence, 4. Methods: The PubMed database was searched from inception to December 31, 2020, using the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines. Patient series, observational studies, clinical trials, and registry-based studies investigating primary ACL reconstruction were included, as were high-quality RCTs from an additional study. The minimum required follow-up time for inclusion was 1 year. The primary outcome measure was the pooled prevalence of revision ACL reconstruction. The effect of the year the surgery was performed on revision rates was evaluated with metaregression analysis. All graft types were analyzed simultaneously, and all analyses were repeated separately for each graft type. Results: Overall, 330 articles with 52,878 patients were included, with a median patient age of 28 years (range, 15-57 years). The primary ACL reconstructions were performed between 1969 and 2018. At a median of 2.3 years of follow-up, the overall revision rate was 3.14% (95% CI, 2.76% to 3.56%); it was 2.71% (95% CI, 2.25% to 3.27%) for hamstring autografts, 2.38% (95% CI, 1.82% to 3.11%) for bone-patellar tendon-bone (BPTB) autografts, and 5.24% (95% CI, 4.02% to 6.80%) for other graft types. For hamstring grafts, the revision rate increased over time (year of surgery), with a 0.0434 (95% CI, 0.0150 to 0.0718) increase effect in the logit-transformed scale for every additional year. There was a slight decrease in revision rates for BPTB (beta = -0.0049; 95% CI, -0.0352 to 0.0254) and other graft types (beta = -0.0306; 95% CI, -0.0608 to -0.0005) over time; however, confidence intervals for BPTB included the zero change. Conclusion: Based on this systematic review and meta-analysis, ACL reconstruction is a reliable procedure with overall low historical revision rates. BPTB autograft had the lowest revision rate and a slightly decreasing trend of failures during the past 45 years, although both BPTB and hamstring autografts are reliable graft choices.",2022,10.1177/23259671221110191,https://doi.org/10.1177/23259671221110191,yes
542,39,Zakharia 2022,bptb,Quadriceps tendon autograft for pediatric anterior cruciate ligament reconstruction results in promising postoperative function and rates of return to sports: A systematic review,"Purpose To assess the performance of the quadriceps tendon (QT) autograft in pediatric anterior cruciate ligament reconstruction (ACLR). Methods A systematic search of MEDLINE, PubMed, and EMBASE was conducted on March 1, 2021. Studies of all levels of evidence reporting outcomes and/or complications after QT autograft ACLR in pediatric patients (<= 18 years old) were eligible for inclusion. Study demographics, patient demographics, reported outcomes, and complications were abstracted. Screening and data abstraction were designed in accordance with PRISMA and R-AMSTAR guidelines. Descriptive statistics were presented when applicable, with data for heterogeneous outcomes presented in narrative summary fashion. Results A total of 14 studies examining 596 patients (46.3% female), mean age 15.4 years, were included in this systematic review. Mean postoperative Lysholm scores ranged from 94.0 to 99.5. Mean postoperative IKDC subjective scores ranged from 75.9 to 94.0. Limb symmetry index ranged from 96.8 +/- 10.4 to 100.4 +/- 7.6% across multiple hop tests. Return to sports (RTS) rates ranged from 88.9 to 91.7%. Eleven studies reported postoperative complications, whereby 16 patients (4.8%) experienced contralateral complications and injuries. Forty-six patients (9.4%) experienced ipsilateral complications, including ten graft failures (2.5%) and two growth disturbances (0.6%). Conclusions QT autograft ACLR in the pediatric population retains the potential of regaining a preinjury level of knee stability, and yields promising postoperative function and rates of RTS, yielding comparable outcomes relative to HT autograft and the reference-standard BPTB ACLR that have previously been described in the literature. Moreover, use of the QT autograft is associated with low rates of postoperative complications, including graft failure and growth disturbances in this active and high-risk patient population in observational studies to date. Therefore, clinical equipoise exists to further appraise the influence of QT autograft on postoperative outcomes compared to aforementioned autograft options in a randomized control trial fashion.",2022,10.1007/s00167-022-06930-7,https://doi.org/10.1007/s00167-022-06930-7,yes
543,40,Oliveira 2022,bptb,Unilateral Versus Bilateral Resistance Exercise in Postoperative Rehabilitation After ACL Reconstruction With Bone-Patellar Tendon-Bone Graft: A Randomized Controlled Trial,"Background: Lower limb muscle strength symmetry has been suggested as an essential criterion for the safe return to sports after anterior cruciate ligament (ACL) reconstruction. Limited evidence is available regarding the most effective intervention to achieve symmetry after reconstruction with contralateral bone-patellar tendon-bone (BPTB) graft. Purpose: To verify whether unilateral isotonic resistance exercise is more effective than bilateral exercise for obtaining postoperative functional and muscular strength symmetry between the donor limb and reconstructed limb for patients who received BPTB graft. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: A total of 88 patients were randomly divided into a control group (n = 44) and an intervention group (n = 44). All participants performed an 8-week exercise program starting at the beginning of the fourth postoperative month and were evaluated before and after the program. The control group performed bilateral exercises, and the intervention group performed unilateral exercises for the donor limb only (the limb with the greatest disability). The primary outcome was muscle strength (peak torque and hamstrings to quadriceps [H:Q] ratio), and the secondary outcomes were range of motion (ROM; goniometry), KT-1000 arthrometer side-to-side difference in anteroposterior knee laxity, and objective (single-leg hop test) and subjective (Lysholm score) functionality. Results: Both groups improved significantly from before to after the exercise program. The improvements were significantly greater in the intervention group regarding peak torque, H:Q ratio, flexion ROM, single-leg hop test, and Lysholm score in the donor limb (P < .001 for all), and the improvements were significantly greater in the control group regarding peak torque and single-leg hop test in the reconstructed limb (P < .001 for both). Comparison between the groups showed significantly increased symmetry regarding peak torque, H:Q ratio, and single-leg hop test in the intervention group compared with the control group (P < .001), with large effect sizes (>0.80) except for the H:Q ratio. Conclusion: Although postoperative, bilateral, isotonic resistance exercise provided better strength gains to the reconstructed limb, unilateral exercise was more effective in obtaining functional and muscle strength between-limb symmetry in patients who underwent ACL reconstruction with contralateral BPTB graft. Registration: Brazilian Registry of Clinical Trials (number RBR-22rnjh).",2022,10.1177/23259671221088830,https://doi.org/10.1177/23259671221088830,yes
544,41,Hoge 2022,bptb,Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years,"Background: The two most common surgical treatment modalities for anterior cruciate ligament reconstruction (ACL), patellar tendon (PT) and hamstring tendon (HS) autografts, have been shown to have outcomes that are both similar and favorable; however, many of these are short or intermediate-term. The objective of this systematic review is to evaluate randomized controlled trials (RCTs) with a minimum 10-year follow-up data to compare the long-term outcomes of ACL reconstructions performed using PT and HS autografts. Methods: This systematic review followed the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta Analyses) guidelines. A search of three databases (PubMed, Cochrane and EMBASE) was performed to identify RCTs with a minimum of 10-year follow-up that compared clinical and/or functional outcomes between PT and HS autografts. Results: Four RCTs with a total of 299 patients were included in the study. The mean follow-up ranged from 10.2 to 17 years (mean, 14.79 years). No significant differences in knee laxity or clinical outcome scores were demonstrated in any of the studies. One study found that PT autografts were significantly more likely to have osteoarthritis identified by radiographic findings. Two studies found that patients with PT autografts reported increase kneeling pain, while none of the four studies reported a difference in anterior knee pain. There were no significant differences in graft failure rates. Conclusion: This review demonstrates no long-term difference in clinical or functional outcomes between PT and HS autografts. However, radiographic and subjective outcomes indicate that patients with PT autografts may experience greater kneeling pain and osteoarthritis. Therefore, orthopaedic surgeons should consider patient-centric factors when discussing graft options with patients.",2022,10.22038/ABJS.2021.53662.2668,https://doi.org/10.22038/ABJS.2021.53662.2668,yes
