,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,AB
91,24630956,2014 May,2014 Mar 14,Arthroscopy,"['Lund B', 'Nielsen T', 'Faunø P', 'Christiansen SE', 'Lind M']",Lind M,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study.,30,5,593-8,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial, Phase II', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24630956', '10.1016/j.arthro.2014.01.012', 'S0749-8063(14)00076-0']",10.1016/j.arthro.2014.01.012,"['2013/04/24 00:00', '2014/01/18 00:00', '2014/01/23 00:00', '2014/03/18 06:00', '2014/03/19 06:00', '2014/06/06 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2014.01.012,2014 May;30(5):593-8,"PURPOSE: The purpose of this randomized controlled study was to compare knee stability, kneeling pain, harvest site pain, sensitivity loss, and subjective clinical outcome after primary anterior cruciate ligament (ACL) reconstruction with either bone-patellar tendon-bone (BPTB) or quadriceps tendon-bone (QTB) autografts in a noninferiority study design. METHODS: From 2005 to 2009, a total of 51 patients were included in the present study. Inclusion criteria were isolated ACL injuries in adults. Twenty-five patients were randomized to BPTB grafts and 26 to QTB grafts. An independent examiner performed follow-up evaluations 1 and 2 years postoperatively. Anteroposterior knee laxity was measured with a KT-1000 arthrometer (MEDmetric, San Diego, CA). Anterior knee pain was assessed clinically and by knee-walking ability. Knee Injury and Osteoarthritis Outcome Score (KOOS) and subjective International Knee Documentation Committee (IKDC) score were used for patient-evaluated outcome. RESULTS: Anterior knee laxity was equal between the 2 groups with KT-1000 values of 1.1 +/- 1.4 mm and 0.8 +/- 1.7 mm standard deviation (SD) at follow-up in QTB and BPTB groups, respectively (P = .65), whereas positive pivot shift test results were seen less frequently (14% compared with 38%, respectively; P = .03). Anterior kneeling pain, evaluated by the knee walking ability test, was significantly less in the QTB group, with only 7% of patients grading knee walking as difficult or impossible compared with 34% in the BPTB group. At 1 and 2 years' follow-up, there was no difference between the 2 groups in subjective patient-evaluated outcome. The IKDC score was 75 +/- 13 patients and 76 +/- 16 SD at 1-year follow-up in QTB and BPTB groups, respectively (P = .78). At 2 years, 12 patients were lost to follow-up, resulting in 18 in the BPTB group and 21 in the QTB group. CONCLUSIONS: The use of the QTB graft results in less kneeling pain, graft site pain, and sensitivity loss than seen with BPTB grafts; however, similar anterior knee stability and subjective outcomes are seen. The results of this study show that QTB is a viable option for ACL reconstruction. LEVEL OF EVIDENCE: Level II, randomized controlled clinical trial."
92,23982635,2013 Dec,2013 Aug 28,Int Orthop,"['Stevanović V', 'Blagojević Z', 'Petković A', 'Glišić M', 'Sopta J', 'Nikolić V', 'Milisavljević M']",Milisavljević M,Semitendinosus tendon regeneration after anterior cruciate ligament reconstruction: can we use it twice?,37,12,2475-81,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23982635', 'PMC3843191', 'pmc-id: PMC3843191;', '10.1007/s00264-013-2034-y']",10.1007/s00264-013-2034-y,"['2013/06/24 00:00', '2013/07/14 00:00', '2013/08/29 06:00', '2013/08/29 06:00', '2014/10/01 06:00', '2014/12/01 00:00']",[],1,27,International orthopaedics,doi: 10.1007/s00264-013-2034-y,2013 Dec;37(12):2475-81,"PURPOSE: It has been demonstrated that the semitendinosus tendon can regenerate after being harvested in its whole length and thickness for anterior cruciate ligament (ACL) reconstruction. Ultrasound studies and guided biopsies of the regenerated tendon have shown compatibility and resembling features of the normal tendon. The question is if this neo-tendon is biologically and functionally adequate for re-use? METHODS: Two randomised groups of 150 volunteers were followed up for two years after harvesting the semitendinosus only (25) or the semitendinosus and gracilis tendons (25) in ACL reconstruction. The patients were followed up with clinical and ultrasound examinations, biopsies and histological tests. Surgical exploration was done in three patients for macroscopic verification. The injected arteries of four lower limbs were dissected and the tendon's arterial supplies were examined. RESULTS: Seventy-two percent of the cases showed regeneration of the semitendinosus tendons. The neotendons were inserted mostly below the knee joint (83.3%) where they had fused with the gracilis tendon, and above the joint (60%) when the gracilis was harvested as well. The isokinetic strength of the hamstrings and quadriceps was not significantly diminished on the operated side. A macroscopic and histological analysis of the regenerated tendons demonstrates close resemblance to normal anatomy, with focal areas of fibrosis. In one patient the regenerated tendon was used for medial patellofemoral ligament reconstruction. CONCLUSION: The semitendinosus muscle can recover and the tendon has great potential to regenerate after harvesting for ACL reconstruction. Our data suggest that the regenerated tendons could be used for iterative ligament reconstruction."
93,23864175,2013 Jul 17,,J Bone Joint Surg Am,"['Mohammadi F', 'Salavati M', 'Akhbari B', 'Mazaheri M', 'Mohsen Mir S', 'Etemadi Y']",Etemadi Y,Comparison of functional outcome measures after ACL reconstruction in competitive soccer players: a randomized trial.,95,14,1271-7,['English'],0014030,0021-9355,1535-1386,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23864175', '10.2106/JBJS.L.00724', '1705134']",10.2106/JBJS.L.00724,"['2013/07/19 06:00', '2013/07/19 06:00', '2013/09/24 06:00']",[],1,0,The Journal of bone and joint surgery. American volume,doi: 10.2106/JBJS.L.00724,2013 Jul 17;95(14):1271-7,"BACKGROUND: The choice of graft for anterior cruciate ligament (ACL) reconstruction remains controversial. Although many outcome studies comparing bone-patellar tendon-bone and semitendinosus and gracilis tendon grafts have been performed, most have not included tests of functional outcomes that challenge the graft. The objective of the current study was to compare the functional performances of soccer players after ACL reconstruction that was performed with either a bone-patellar tendon-bone or a semitendinosus and gracilis tendon graft. METHODS: Forty-two soccer players with unilateral ACL injury were prospectively randomized to a bone-patellar tendon-bone group (BPTB group; twenty-one subjects) or a semitendinosus and gracilis tendon group (STG group; twenty-one subjects) and followed a rehabilitation protocol. At the time of return to sports, the patients were asked to execute strength, hop, and jump tests and the results were compared between the groups. Twenty-one healthy athletes were recruited as the control group to evaluate their performance of the same tests. RESULTS: The limbs with the ACL reconstruction in the STG group had greater values for quadriceps torque as well as on the triple-hop, crossover-hop, and jump-landing test (p < 0.01), but the STG and BPTB groups showed similar results in terms of hamstrings peak torque and the results of two other hop tests (p > 0.05). Moreover, the subjects with ACL reconstruction had significantly lower values with regard to quadriceps and hamstrings peak torques and the results of the hop and jump tests compared with the healthy athletes (p < 0.01). CONCLUSIONS: At the time of return to sports, the STG group had better performance in terms of quadriceps strength and the results of the triple-hop, crossover-hop, and jump-landing tests compared with the BPTB group. Compared with controls, soccer players who had undergone ACL reconstruction had less quadriceps and hamstrings strength and inferior hop performance and jump-landing strategy."
94,23845398,2013 Sep,2013 Jul 11,Am J Sports Med,"['Shaarani SR', ""O'Hare C"", 'Quinn A', 'Moyna N', 'Moran R', ""O'Byrne JM""]",O'Byrne JM,Effect of prehabilitation on the outcome of anterior cruciate ligament reconstruction.,41,9,2117-27,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23845398', '10.1177/0363546513493594', '0363546513493594']",10.1177/0363546513493594,"['2013/07/13 06:00', '2013/07/13 06:00', '2014/04/23 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513493594,2013 Sep;41(9):2117-27,"BACKGROUND: Prehabilitation is defined as preparing an individual to withstand a stressful event through enhancement of functional capacity. HYPOTHESIS: We hypothesized that a preoperative exercise program would enhance postoperative outcomes after anterior cruciate ligament reconstruction (ACLR). STUDY DESIGN: Randomized controlled clinical trial; Level of evidence, 1. METHODS: Twenty volunteers awaiting ACLR were randomly assigned to a control or exercise intervention group. The exercise group completed a 6-week gym- and home-based exercise program. Assessments include single-legged hop test; quadriceps and hamstring peak torque and magnetic resonance imaging cross-sectional area (CSA); Modified Cincinnati Knee Rating System score; and muscle biopsy of the vastus lateralis muscle completed at baseline, preoperatively, and 12 weeks postoperatively. Myosin heavy chain (MHC) isoforms protein and messenger RNA (mRNA) expression were determined with SDS-PAGE (sodium dodecyl sulfate polyacrylamide gel electrophoresis) and RT-PCR (real-time polymerase chain reaction), respectively; IGF-1 (insulin-like growth factor 1), MuRF-1 (muscle RING-finger protein-1), and MAFbx (muscle atrophy f-box) mRNA expression were determined with quantitative RT-PCR. RESULTS: Following 6 weeks of exercise intervention, the single-legged hop test results improved significantly in the exercise-injured limb compared with baseline (P = .001). Quadriceps peak torque in the injured limb improved with similar gains in CSA compared with baseline (P = .001). However, this was not significantly increased compared with the control group. Quadriceps and vastus medialis CSA were also larger in the exercise group than in controls (P = .0024 and P = .015, respectively). The modified Cincinnati score was better in the exercise-injured limb compared with baseline. At 12 weeks postoperatively, the rate of decline in the single-legged hop test was reduced in the exercise group compared with controls (P = .001). Similar trends were not seen for quadriceps peak torque and CSA. The vastus medialis CSA had regressed to similar levels as the control group (P = .008). The modified Cincinnati score continued to increase in the exercise group compared with controls (P = .004). The expression of the hypertrophic IGF-1 gene was significantly increased after the exercise intervention (P = .028), with a decrease back to baseline 12 weeks postoperatively (P = .012). Atrophic MuRF-1 gene expression was decreased after intervention compared with baseline (P = .05) but increased again at 12 weeks postoperatively (P = .03). The MAFbx levels did not change significantly in either group and within each time point. On the mRNA level, there was a shift from MHC-IIx isoform to MHC-IIa after exercise, with significant changes compared with control preoperatively (P = .028). Protein testing was able to reproduce this increase for MHC-IIa isoform expression only. CONCLUSION: The 6-week progressive prehabilitation program for subjects undergoing ACLR led to improved knee function based on the single-legged hop test and self-reported assessment using the modified Cincinnati score. These effects were sustained at 12 weeks postoperatively. This study supports prehabilitation as a consideration for patients awaiting ACLR; however, further studies are warranted."
95,23522373,2013 Mar 23,2013 Mar 23,BMC Musculoskelet Disord,"['White K', 'Di Stasi SL', 'Smith AH', 'Snyder-Mackler L']",Snyder-Mackler L,Anterior cruciate ligament- specialized post-operative return-to-sports (ACL-SPORTS) training: a randomized control trial.,14,,108,['English'],100968565,,1471-2474,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural']",PubMed - indexed for MEDLINE,epublish,"['23522373', 'PMC3617067', 'pmc-id: PMC3617067;', '10.1186/1471-2474-14-108', '1471-2474-14-108']",10.1186/1471-2474-14-108,"['2013/02/22 00:00', '2013/03/13 00:00', '2013/03/26 06:00', '2013/03/26 06:00', '2014/01/07 06:00', '2013/03/23 00:00']",[],1,55,BMC musculoskeletal disorders,doi: 10.1186/1471-2474-14-108,2013 Mar 23;14:108,"BACKGROUND: Anterior cruciate ligament reconstruction (ACLR) is standard practice for athletes that wish to return to high-level activities; however functional outcomes after ACLR are poor. Quadriceps strength weakness, abnormal movement patterns and below normal knee function is reported in the months and years after ACLR. Second ACL injuries are common with even worse outcomes than primary ACLR. Modifiable limb-to-limb asymmetries have been identified in individuals who re-injure after primary ACLR, suggesting a neuromuscular training program is needed to improve post-operative outcomes. Pre-operative perturbation training, a neuromuscular training program, has been successful at improving limb symmetry prior to surgery, though benefits are not lasting after surgery. Implementing perturbation training after surgery may be successful in addressing post-operative deficits that contribute to poor functional outcomes and second ACL injury risk. METHODS/DESIGN: 80 athletes that have undergone a unilateral ACLR and wish to return to level 1 or 2 activities will be recruited for this study and randomized to one of two treatment groups. A standard care group will receive prevention exercises, quadriceps strengthening and agility exercises, while the perturbation group will receive the same exercise program with the addition of perturbation training. The primary outcomes measures will include gait biomechanics, clinical and functional measures, and knee joint loading. Return to sport rates, return to pre-injury level of activity rates, and second injury rates will be secondary measures. DISCUSSION: The results of this ACL-Specialized Post-Operative Return To Sports (ACL-SPORTS) Training program will help clinicians to better determine an effective post-operative treatment program that will improve modifiable impairments that influence outcomes after ACLR. TRIAL REGISTRATION: Randomized Control Trial NIH 5R01AR048212-07. ClinicalTrials.gov: NCT01773317."
96,23423316,2013 Apr,2013 Feb 19,Am J Sports Med,"['Fukuda TY', 'Fingerhut D', 'Moreira VC', 'Camarini PM', 'Scodeller NF', 'Duarte A Jr', 'Martinelli M', 'Bryk FF']",Bryk FF,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial.,41,4,788-94,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23423316', '10.1177/0363546513476482', '0363546513476482']",10.1177/0363546513476482,"['2013/02/21 06:00', '2013/02/21 06:00', '2014/01/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513476482,2013 Apr;41(4):788-94,"BACKGROUND: Recent studies have shown that an early start of open kinetic chain (OKC) exercises for quadriceps strengthening in a full range of motion (ROM) could increase anterior knee laxity after anterior cruciate ligament (ACL) reconstruction with flexor tendons. However, there are no clinical trials that evaluated outcomes of OKC exercises in a restricted ROM for pain, function, muscle strength, and anterior knee laxity at 1 year after surgery. PURPOSE: To determine if an early start of OKC exercises for quadriceps strength in a restricted ROM would promote a clinical improvement without causing increased anterior knee laxity in patients after ACL reconstruction. STUDY DESIGN: Randomized controlled clinical trial; Level of evidence, 1. METHODS: A total of 49 patients between 16 and 50 years of age who underwent ACL reconstruction with semitendinosus and gracilis autografts were randomly assigned to an early start OKC (EOKC) exercise group or a late start OKC (LOKC) exercise group. The EOKC group (n = 25; mean age, 26 years) received a rehabilitation protocol with an early start of OKC (fourth week postoperatively) within a restricted ROM between 45 degrees  and 90 degrees . The LOKC group (n = 24; mean age, 24 years) performed the same protocol with a late start of OKC exercises between 0 degrees  and 90 degrees  (12th week postoperatively). Quadriceps and hamstring muscle strength, 11-point numerical pain rating scale (NPRS), Lysholm knee scoring scale, single-legged and crossover hop tests, and anterior knee laxity were measured to assess outcomes at the 12-week, 19-week, 25-week, and 17-month postoperative follow-up (range, 13-24 months). RESULTS: No difference (P < .05) was noted between groups with respect to demographic data. Both groups (EOKC and LOKC) had a higher level of function and less pain at the 19-week, 25-week, and 17-month assessments when compared with 12 weeks postoperatively (P < .05). The EOKC group had improved quadriceps muscle strength at the 19-week, 25-week, and 17-month follow-up when compared with 12 weeks postoperatively (P < .05); the LOKC group showed improvement only at the 17-month postoperative assessment. However, the analysis between groups showed no difference for all pain and functional assessments, including anterior knee laxity (P > .05). CONCLUSION: An early start of OKC exercises for quadriceps strengthening in a restricted ROM did not differ from a late start in terms of anterior knee laxity. The EOKC group reached the same findings in relation to pain decrease and functional improvement when compared with the LOKC group but showed a faster recovery in quadriceps strength. The nonweightbearing exercises seem appropriate for patients who have undergone ACL reconstruction, when utilized in a specific ROM. The magnitude of difference in quadriceps strength between the 2 rehabilitation protocols was around 5%; however, this difference was not clinically significant, especially because both groups had equal function on the hop tests."
97,23268820,2012,,Acta Orthop Traumatol Turc,"['Beyaz S', 'Özkoç G', 'Akpınar S', 'Demir Ş', 'Adam M', 'Tuncay IC']",Tuncay IC,"Comparison of tunnel expansion and isometric muscle strength after ACL reconstruction with single- or dual-bundle hamstring allograft: a prospective, randomized study.",46,5,353-60,['English'],9424806,1017-995X,2589-1294,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23268820', '10.3944/aott.2012.2749']",10.3944/aott.2012.2749,"['2012/12/28 06:00', '2012/12/28 06:00', '2013/06/07 06:00']",[],1,0,Acta orthopaedica et traumatologica turcica,,2012;46(5):353-60,"OBJECTIVE: The aim of this study was to compare tunnel expansion and isokinetic muscle strength after single- and dual-bundle reconstruction of the anterior cruciate ligament (ACL). METHODS: This study included 34 patients who underwent ACL reconstruction in our clinic between November 2007 and March 2008. Eighteen patients (average age: 27.3 years; range: 19 to 35 years) underwent single-bundle ACL reconstruction and sixteen patients (average age: 30.1 years; range: 20 to 40 years) underwent dual-bundle ACL reconstruction. Method selection was determined by draw. Isokinetic hamstring and quadriceps muscle strength was tested preoperatively using Biodex 3. Three-dimensional computed tomography of the knee joint was taken in the 2nd and 3rd postoperative month. The three-dimensional computed tomography and isokinetic muscle strength tests were repeated at the 6th month follow-up. Each tunnel was divided into six equal parts, and the tunnel width in the sagittal and coronal planes was measured and the same points in the axial plane were measured in the tunnel area. RESULTS: No significant difference was found between the single- and dual-bundle reconstructions in isokinetic muscle strength values. No statistically significant difference was detected between the tunnel expansions in 2nd, 3rd and 6th month tomographies following single- and dual-bundle ACL reconstruction. CONCLUSION: Single- and dual-bundle ACL reconstructions seem to provide similar results in terms of early tunnel enlargement and isokinetic muscle strength."
98,23242961,2014 May,2012 Dec 14,Br J Sports Med,"['Stensrud S', 'Risberg MA', 'Roos EM']",Roos EM,Knee function and knee muscle strength in middle-aged patients with degenerative meniscal tears eligible for arthroscopic partial meniscectomy.,48,9,784-8,['English'],0432520,0306-3674,1473-0480,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23242961', '10.1136/bjsports-2012-091540', 'bjsports-2012-091540']",10.1136/bjsports-2012-091540,"['2012/12/18 06:00', '2012/12/18 06:00', '2014/12/18 06:00']",['Br J Sports Med. 2014 May;48(9):741. doi: 10.1136/bjsports-2014-093568. PMID: 24719404'],1,0,British journal of sports medicine,doi: 10.1136/bjsports-2012-091540,2014 May;48(9):784-8,"BACKGROUND: Functional limitations exist postmeniscectomy, but preoperative data are scarce. PURPOSE: To examine knee function, knee muscle strength and performance in middle-aged patients with degenerative meniscal tears, eligible for arthroscopic partial meniscectomy. STUDY DESIGN: Cross-sectional study. METHODS: Eighty-two participants with MRI verified degenerative meniscal tear (35% women, mean age 49 years) answered the Knee injury and Osteoarthritis Outcome Score (KOOS) and were tested for isokinetic knee muscle strength and lower extremity performance (one-leg hop for distance, 6 m timed hop and maximum number of knee-bends in 30 s). Limb Symmetry Index (LSI) was used to express side-to-side differences in per cent using the non-injured leg as the control. An LSI >/=90% was considered normal. RESULTS: Mean scores of the five subscales of the KOOS were from 13 to 36 points lower compared with a population-based reference group and similar to patients prior to anterior cruciate ligament reconstruction. Quadriceps strength and lower-extremity performance were impaired for the injured leg compared with the non-injured leg (p<0.001), with a mean difference of 13% in quadriceps strength and between 8% and 13% in lower-extremity performance. Between 41% and 52% of the participants had abnormal LSI values in quadriceps muscle strength and lower-extremity performance. CONCLUSION: Middle-aged patients with a symptomatic degenerative meniscal tear experience functional knee problems when eligible for meniscectomy. Included participants reported difficulty with knee pain, symptoms, function and quality of life and quadriceps strength and lower-extremity performance were impaired. Approximately 50% of the study group had clinically relevant impairments in quadriceps strength and lower-extremity performance, defined as >10% differences between the injured and the non-injured leg."
99,22983930,2012 Aug,,J Appl Biomech,"['Hartigan EH', 'Zeni J Jr', 'Di Stasi S', 'Axe MJ', 'Snyder-Mackler L']",Snyder-Mackler L,Preoperative predictors for noncopers to pass return to sports criteria after ACL reconstruction.,28,4,366-73,['English'],9315240,1065-8483,1543-2688,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['22983930', 'NIHMS444676', 'PMC3596873', 'pmc-id: PMC3596873;manuscript-id: NIHMS444676;', '10.1123/jab.28.4.366']",10.1123/jab.28.4.366,"['2012/09/18 06:00', '2012/09/18 06:00', '2013/03/06 06:00', '2013/03/14 00:00']",[],1,50,Journal of applied biomechanics,,2012 Aug;28(4):366-73,"Less than 50% of athletes pass criteria to return to sports (RTS) 6 months after ACL reconstruction (ACLR). Using data on 38 noncopers, we hypothesized that preoperative age, quadriceps strength index (QI), and knee flexion moments (KFM) during gait would predict the ability to pass/fail RTS criteria and that preoperative quadriceps strength gains would be predictive of passing RTS criteria. Gait analysis and strength data were collected before and after a preoperative intervention and 6 months after ACLR. Age, QI, and KFM each contributed to the predictability to pass or fail RTS criteria 6 months after ACLR. Collectively, the variables predict 69% who would pass and 82% who would fail RTS criteria 6 months after ACLR. Younger athletes who have symmetrical quadriceps strength and greater KFM were more likely to pass RTS criteria. Further, 63% of those who increased preoperative quadriceps strength passed RTS criteria, whereas 73% who did not failed. Increasing quadriceps strength in noncopers before ACLR seems warranted."
100,22399575,2012 Nov,2012 Mar 7,Clin Rehabil,"['Hart JM', 'Kuenze CM', 'Pietrosimone BG', 'Ingersoll CD']",Ingersoll CD,Quadriceps function in anterior cruciate ligament-deficient knees exercising with transcutaneous electrical nerve stimulation and cryotherapy: a randomized controlled study.,26,11,974-81,['English'],8802181,0269-2155,1477-0873,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['22399575', '10.1177/0269215512438272', '0269215512438272']",10.1177/0269215512438272,"['2012/03/09 06:00', '2012/03/09 06:00', '2013/04/05 06:00']",[],1,0,Clinical rehabilitation,doi: 10.1177/0269215512438272,2012 Nov;26(11):974-81,"OBJECTIVE: To compare strength and quadriceps muscle activation in anterior cruciate ligament-deficient patients who underwent a two-week rehabilitation exercise program using TENS or cryotherapy. DESIGN: Randomized, controlled study. SETTING: Clinical research laboratory. SUBJECTS: Thirty patients: 20 males, 10 females, 31.6 (13.0) years, 172.8 (10.0) cm, 75.8 (13.0) kg with diagnosed tear of the anterior cruciate ligament. INTERVENTIONS: All patients attended four sessions of supervised quadriceps strengthening exercises over two weeks, prior to reconstruction surgery. Patients were randomly allocated (n = 10/group) to receive exercises alone, exercise while wearing a sensory transcutaneous electrical nerve stimulation (TENS) device on the knee joint for the duration of each daily session, or 20 minutes of knee joint cryotherapy immediately prior to each daily exercise session. MAIN MEASURES: Normalized knee extension force and quadriceps central activation ratio were measured before and after the first supervised treatment session and within 24 hours of the last session. RESULTS: When accounting for differences in baseline measures, there were no statistically significant group differences immediately following the first exercise session for knee extension force (P = 0.10) or central activation ratio (P = 0.30) nor were there statistically significant group differences after the two-week intervention for knee extension force (P = 0.92) or central activation ratio (P = 0.94). Effect sizes for the change in knee extension force and central activation ratio after two weeks of therapy were all large. CONCLUSIONS: Quadriceps strength and central activation in anterior cruciate ligament deficient patients improved after two weeks of rehabilitaiton exercises, however, there were no significant differences between treatment groups."
101,22127572,2012 Mar,,Appl Psychophysiol Biofeedback,"['Lebon F', 'Guillot A', 'Collet C']",Collet C,Increased muscle activation following motor imagery during the rehabilitation of the anterior cruciate ligament.,37,1,45-51,['English'],9712383,1090-0586,1573-3270,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['22127572', '10.1007/s10484-011-9175-9']",10.1007/s10484-011-9175-9,"['2011/12/01 06:00', '2011/12/01 06:00', '2012/06/29 06:00']",[],1,0,Applied psychophysiology and biofeedback,doi: 10.1007/s10484-011-9175-9,2012 Mar;37(1):45-51,"Motor imagery (MI) is the mental representation of an action without any concomitant movement. MI has been used frequently after peripheral injuries to decrease pain and facilitate rehabilitation. However, little is known about the effects of MI on muscle activation underlying the motor recovery. This study aimed to assess the therapeutic effects of MI on the activation of lower limb muscles, as well as on the time course of functional recovery and pain after surgery of the anterior cruciate ligament (ACL). Twelve patients with a torn ACL were randomly assigned to a MI or control group, who both received a series of physiotherapy. Electromyographic activity of the quadriceps, pain, anthropometrical data, and lower limb motor ability were measured throughout a 12-session therapy. The data provided evidence that MI elicited greater muscle activation, even though imagery practice did not result in pain decrease. Muscle activation increase might originate from a redistribution of the central neuronal activity, as there was no anthropometric change in lower limb muscles after imagery practice. This study confirmed the effectiveness of integrating MI in a rehabilitation process by facilitating muscular properties recovery following motor impairment. MI may thus be considered a reliable adjunct therapy to help injured patients to recover motor functions after reconstructive surgery of ACL."
102,21663722,2011 May,,Arthroscopy,"['Wipfler B', 'Donner S', 'Zechmann CM', 'Springer J', 'Siebold R', 'Paessler HH']",Paessler HH,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up.,27,5,653-65,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', 'Video-Audio Media']",PubMed - indexed for MEDLINE,ppublish,"['21663722', '10.1016/j.arthro.2011.01.015', 'S0749-8063(11)00085-5']",10.1016/j.arthro.2011.01.015,"['2010/01/19 00:00', '2010/12/10 00:00', '2011/01/13 00:00', '2011/06/14 06:00', '2011/06/15 06:00', '2011/10/15 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2011.01.015,2011 May;27(5):653-65,"PURPOSE: To analyze the long-term evaluation of clinical, functional, and magnetic resonance imaging (MRI) results after implant-free press-fit anterior cruciate ligament (ACL) reconstruction with bone-patella tendon (BPT) versus quadrupled hamstring tendon (HT) grafts. METHODS: Sixty-two ACL-insufficient patients were included in a prospective, randomized study (31 BPT and 31 HT). Both surgical procedures were performed without any implants by a press-fit technique by the senior author. The femoral tunnel was drilled through the anteromedial portal for anatomic placement. At 8.8 years after reconstruction, 53 patients (28 BPT and 25 HT) were examined by different clinical and functional tests. Bilateral MRI scans were performed and interpreted by an independent radiologist. RESULTS: On follow-up, the score on the International Knee Documentation Committee evaluation form was significantly better in the HT group. The clinical examination including range of motion, KT-1000 test (MEDmetric, San Diego, CA), and pivot-shift test showed no significant differences. On isokinetic testing, the mean quadriceps strength was close to normal (96%) in both groups, but the hamstring strength was lower in the HT group (100.3%/95.1%). Kneeling (1.5/1.1, P = .002), knee walking (1.72/1.14, P = .002), and single-leg hop test (95.8%/99.1%, P = .057) were better in the HT group. The MRI findings about the mean degree of cartilage lesion (International Cartilage Repair Society protocol) of the operated (2.1/2.1) and nonoperated (1.4/1.8) knee showed no significant differences. No significant difference was found in the grade of medial or lateral meniscal lesion or the number of patients having meniscal lesions when the operated and nonoperated knees were compared. Tunnel measurements, Caton-Deschamps Index, and the sagittal ACL angle were similar. CONCLUSIONS: The implant-free press-fit technique for anterior cruciate ligament reconstruction by use of bone-patellar tendon and hamstring grafts with anatomic graft placement is an innovative technique to preserve the cartilage and meniscal status without significant differences between the operated and nonoperated knees in the long term. Significantly less anterior knee pain was noted in the hamstring group, when testing for kneeling and knee walking. LEVEL OF EVIDENCE: Level II, prospective comparative study."
