,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
162,20350015,2010 Apr,,Am Psychol,"['Ayman R', 'Korabik K']",Korabik K,Leadership: Why gender and culture matter.,65,3,157-70,['English'],0370521,0003-066X,1935-990X,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['20350015', '10.1037/a0018806', '2010-06153-002']",10.1037/a0018806,"['2010/03/31 06:00', '2010/03/31 06:00', '2010/06/15 06:00']",['Am Psychol. 2010 Dec;65(9):932-4. doi: 10.1037/a0021355. PMID: 21133527'],1,0,The American psychologist,doi: 10.1037/a0018806,2010 Apr;65(3):157-70,"For decades, understanding of leadership has been largely based on the results of studies carried out on White men in the United States. We review major theories and models of leadership as they pertain to either gender or culture. We focus on 3 approaches to leadership: trait (including leadership categorization or implicit leadership theory), behavioral (including the two-factor, transformational-transactional leadership, and leader-member exchange models), and contingency (i.e., contingency model of leadership effectiveness and normative decision making). We discuss how dynamics related to either culture or gender (e.g., stereotypes and schemas, ingroup-outgroup interaction, role expectations, power and status differentials) can have an important impact on many aspects of leadership.",2010
163,20156081,2010 Mar,,J Womens Health (Larchmt),"['Isaac C', 'Griffin L', 'Carnes M']",Carnes M,A qualitative study of faculty members' views of women chairs.,19,3,533-46,['English'],101159262,1540-9996,1931-843X,"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['20156081', 'PMC2867624', 'pmc-id: PMC2867624;', '10.1089/jwh.2009.1506']",10.1089/jwh.2009.1506,"['2010/02/17 06:00', '2010/02/17 06:00', '2013/02/13 06:00', '2011/03/01 00:00']",[],1,72,Journal of women's health (2002),doi: 10.1089/jwh.2009.1506,2010 Mar;19(3):533-46,"BACKGROUND: Concurrent with the evolving role of the department chair in academic medicine is the entry of women physicians into chair positions. Because implicit biases that stereotypically masculine behaviors are required for effective leadership remain strong, examining faculty members' perceptions of their chair's leadership in medical school departments with women chairs can provide insight into the views of women leaders in academic medicine and the complex ways in which gender may impact these chairs' leadership style and actions. METHODS: We conducted semistructured interviews with 13 male and 15 female faculty members representing all faculty tracks in three clinical departments chaired by women. Inductive, qualitative analysis of the subsequent text allowed themes to emerge across interviews. RESULTS: Four themes emerged regarding departmental leadership. One dealt with the leadership of the previous chair. The other three described the current chair's characteristics (tough, direct, and transparent), her use of communal actions to help support and mentor her faculty, and her ability to build power through consensus. Because all three chairs were early in their tenure, a wait and see attitude was frequently expressed. Faculty generally viewed having a woman chair as an indication of positive change, with potential individual and institutional advantages. CONCLUSIONS: This exploratory study suggests that the culture of academic medicine has moved beyond questioning women physicians' competence to lead once they are in top organizational leadership positions. The findings are also consonant with experimental research indicating that women leaders are most successful when they pair stereotypic male (agentic) behaviors with stereotypic female (communal) behaviors. All three chairs exhibited features of a transformational leadership style and characteristics deemed essential for effective leadership in academic medicine.",2010
164,19929157,2009 Oct,,Contemp Nurse,['Brown B'],Brown B,"Men in nursing: re-evaluating masculinities, re-evaluating gender.",33,2,120-9,['English'],9211867,1037-6178,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['19929157', '10.5172/conu.2009.33.2.120', '10.5555/conu.2009.33.2.120']",10.5172/conu.2009.33.2.120,"['2009/11/26 06:00', '2009/11/26 06:00', '2010/02/19 06:00']",[],1,0,Contemporary nurse,,2009 Oct;33(2):120-9,"This paper critically interrogates and re-evaluates the notion that it is somehow difficult being a man in nursing and suggests some ways forward which will allow us to gain a more politically astute purchase on gender, nursing and the socio-political context in which the profession operates. Men appear to be well served by a career in nursing. Despite their lesser numbers they are likely to earn more and be promoted into leadership roles more readily. Yet there is a pervasive sense in the literature on men in nursing that they feel unhappy as a minority in a predominantly female occupation and feel a disjuncture between masculine identity and the nursing role. The genealogy of this idea can be traced to a more extensive literature in the 'men's movement', in sex role theory and masculinity studies which has tended to focus on the putative hurts that men suffer as they are socialized into the male role. This is itself informed by experiences and discourses from therapy, and privileges these kinds of experiences over and above more sober consideration of the respective powers of men and women and the sociopolitical context of the profession. This 'poor me' discourse deflects attention away from the business of tackling material inequalities and enables men to encroach further into the agenda of nursing discussions. Instead, a view of men and women in nursing is proposed which is attentive to the historical and political operations of power and which sees subjective experiences as the effects of power rather than as a starting point for analysis. We must place individual experience coherently and exhaustively in the material environment of social space and time. It is in this way that we can genuinely advance the interest of men and women and build an effective profile for the profession as a whole.",2009
165,19727878,2010 Aug,2009 Aug 30,Cogn Process,"['Fumagalli M', 'Ferrucci R', 'Mameli F', 'Marceglia S', 'Mrakic-Sposta S', 'Zago S', 'Lucchiari C', 'Consonni D', 'Nordio F', 'Pravettoni G', 'Cappa S', 'Priori A']",Priori A,Gender-related differences in moral judgments.,11,3,219-26,['English'],101177984,1612-4782,1612-4790,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19727878', '10.1007/s10339-009-0335-2']",10.1007/s10339-009-0335-2,"['2009/04/02 00:00', '2009/08/10 00:00', '2009/09/04 06:00', '2009/09/04 06:00', '2010/12/14 06:00']",[],1,0,Cognitive processing,doi: 10.1007/s10339-009-0335-2,2010 Aug;11(3):219-26,"The moral sense is among the most complex aspects of the human mind. Despite substantial evidence confirming gender-related neurobiological and behavioral differences, and psychological research suggesting gender specificities in moral development, whether these differences arise from cultural effects or are innate remains unclear. In this study, we investigated the role of gender, education (general education and health education) and religious belief (Catholic and non-Catholic) on moral choices by testing 50 men and 50 women with a moral judgment task. Whereas we found no differences between the two genders in utilitarian responses to non-moral dilemmas and to impersonal moral dilemmas, men gave significantly more utilitarian answers to personal moral (PM) dilemmas (i.e., those courses of action whose endorsement involves highly emotional decisions). Cultural factors such as education and religion had no effect on performance in the moral judgment task. These findings suggest that the cognitive-emotional processes involved in evaluating PM dilemmas differ in men and in women, possibly reflecting differences in the underlying neural mechanisms. Gender-related determinants of moral behavior may partly explain gender differences in real-life involving power management, economic decision-making, leadership and possibly also aggressive and criminal behaviors.",2010
166,18771391,2008 Oct,,J Womens Health (Larchmt),"['Morrissey CS', 'Schmidt ML']",Schmidt ML,"Fixing the system, not the women: an innovative approach to faculty advancement.",17,8,1399-408,['English'],101159262,1540-9996,1931-843X,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['18771391', '10.1089/jwh.2007.0708']",10.1089/jwh.2007.0708,"['2008/09/06 09:00', '2009/02/27 09:00', '2008/09/06 09:00']",[],1,0,Journal of women's health (2002),doi: 10.1089/jwh.2007.0708,2008 Oct;17(8):1399-408,"Women in academic medicine are approaching parity without power. Although the number of women choosing careers in medicine has grown substantially over the last 35 years, there has not been a commensurate increase in the percentage of women in senior leadership positions. To redress this situation at the University of Illinois College of Medicine (UICM), the Faculty Academic Advancement Committee (FAAC) was established in January 2003. FAAC's long-term goals are to create an institution whose faculty, department leaders, and deans reflect the gender and ethnic profile of the college's student body and to enable excellence in research, teaching, and patient care while promoting work/life balance. Commissioned as a Dean's Committee, FAAC brings together a diverse group of faculty and academic professionals from inside and outside the college to learn, reflect, and act. FAAC has committed to increasing the percentage of tenured women faculty and advancing women into leadership positions by carrying out an ambitious evidence-based institutional transformation effort. FAAC's initiatives-data gathering, constituency building, department transformation, policy reform, and advocacy-have helped to create an enabling environment for change at UICM. This case study outlines the history, conceptual approach, structure, initiatives, and initial outcomes of FAAC's efforts.",2008
167,18686155,2008 Jul-Sep,,J Sex Res,['Izugbara CO'],Izugbara CO,Masculinity scripts and abstinence-related beliefs of rural Nigerian male youth.,45,3,262-76,['English'],0062647,0022-4499,,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['18686155', '10.1080/00224490802204472', '901401843']",10.1080/00224490802204472,"['2008/08/08 09:00', '2008/11/05 09:00', '2008/08/08 09:00']",[],1,0,Journal of sex research,doi: 10.1080/00224490802204472,2008 Jul-Sep;45(3):262-76,"This study interrogates the direct perspectives of rural Nigerian male youth regarding the preventive practice of ""abstinence until marriage."" The study shows that norms of masculinity suffuse Nigerian male youth narratives surrounding the benefits and hazards of abstinence. Key gender norms that frame male youth views of the consequences of abstention included those that cast men as strong-willed and resolute, represent sexual activity as a central marker of malehood, depict male sexuality as naturally dominant and aggressive, emphasize male sexual potency, associate maleness with power and leadership, and portray sexual activity as normal, proper, and permissible for males. Inattention to the norms and scripts that organize sexual behavior, especially among male youth, portends danger for abstinence-until-marriage programs.",2008
168,18630189,2008,,Int J Aging Hum Dev,"['Slagsvold B', 'Sørensen A']",Sørensen A,"Age, education, and the gender gap in the sense of control.",67,1,25-42,['English'],0370033,0091-4150,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['18630189', '10.2190/AG.67.1.b']",10.2190/AG.67.1.b,"['2008/07/17 09:00', '2008/09/23 09:00', '2008/07/17 09:00']",[],1,0,International journal of aging & human development,,2008;67(1):25-42,"High sense of control is related to benefits in many aspects of life, and education is known to be strongly related to sense of control. In this article we explore why women tend to feel a lower sense of control than men, and why the sense of control tends to be lower among the elderly than among younger people. In particular we explore the role played by education in explaining age- and gender differences in sense of control. The analysis is based on data from the first wave of the Norwegian NorLAG study, with a representative sample of adults aged 40-79 in 30 municipalities. We find that education accounts for some of the age and gender differences in sense of control, but the mediating effects of education are rather modest. We find an increasing gender gap in sense of control with age, and this increasing gap is completely explained by differences in education. Gender differences in sense of control is explained completely by four factors, which are related to resources and power; physical health, education, living with a partner, and leadership experience. Age differences in sense of control are only partially explained. Education, physical health and employment status cuts the age effect on sense of control to half. The effect of education on sense of control is partly mediated through what we suggest are tangible benefits of education, namely health, employment, and leadership experience. Education also influences individuals through socialization mechanisms. We view agentive orientation as a psychological benefit of education, and measure this characteristic with Bem's (1981) sex-role scale on masculinity. Agentive orientation completely explains the remaining effect of education on sense of control.",2008
169,18562997,2008 May 8-21,,Br J Nurs,"['Mrayyan M', 'Khasawneh I']",Khasawneh I,Investigating and profiling the leadership behaviours of Jordanian nursing leaders.,17,9,601-8,['English'],9212059,0966-0461,,"['Comparative Study', 'Journal Article', 'Multicenter Study']",PubMed - indexed for MEDLINE,ppublish,"['18562997', '10.12968/bjon.2008.17.9.29249']",10.12968/bjon.2008.17.9.29249,"['2008/06/20 09:00', '2008/09/03 09:00', '2008/06/20 09:00']",[],1,0,British journal of nursing (Mark Allen Publishing),,2008 May 8-21;17(9):601-8,"Leadership' is a social process in which a member or members of a group influence the interpretation of events, choice of goals/outcomes, organization of work activities, motivation, abilities, power relations, and shared orientations. This study identifies leadership behaviours of Jordanian nursing leaders. A descriptive comparative design was used to collect data from four governmental and three private hospitals. Data were collected during April 2005. The total number of recruited nursing leaders was 140 with a 70% response rate. T-tests and chi-squares were performed to compare the phenomenon of interest. The mean reported leadership behaviours were slightly higher in private hospitals than those in governmental hospitals. However, more than half of the time, leaders in both types of hospitals used supportive leadership behaviours. There were significant differences between governmental and private hospitals in most demographics of the sample. Based on types of hospitals and gender, differences in leadership behaviours were advantageous for nursing leaders in private hospitals, while differences based on units and wards were advantageous for nursing leaders in governmental hospitals. In general, Jordanian nursing leaders used supportive leadership behaviours. Differences in leadership behaviours have implications for nursing practice, research, and education.",2008
170,18497592,2008 Apr-Jun,,ANS Adv Nurs Sci,['Phillips LR'],Phillips LR,Abuse of aging caregivers: test of a nursing intervention.,31,2,164-81,['English'],7809992,0161-9268,1550-5014,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural']",PubMed - indexed for MEDLINE,ppublish,"['18497592', '10.1097/01.ANS.0000319566.06879.e8', '00012272-200804000-00009']",10.1097/01.ANS.0000319566.06879.e8,"['2008/05/24 09:00', '2008/06/20 09:00', '2008/05/24 09:00']",[],1,0,ANS. Advances in nursing science,doi: 10.1097/01.ANS.0000319566.06879.e8,2008 Apr-Jun;31(2):164-81,"Although most women find it difficult to provide care to an older family member, some women face additional challenges and health risks because the care recipient is abusive or aggressive toward them. This study tested a 12-week psychoeducative nursing intervention intended to decrease the frequency and intensity of physical and verbal/psychological aggression toward older caregiving wives and daughters by care recipients and improve selected abuse-related outcomes. The intervention, which focused on pattern identification, advocacy counseling, reframing of the caregiving situation, and nonconfrontational caregiving strategies, was individualized and highly interactive with emphasis placed on mutual problem solving and mutual planning. Subjects included women older than 50 who provided care to elders older than 55. Subjects were randomly assigned to group (intervention, N = 38; control, N = 45) and data collectors were ""blinded"" to group assignment. Findings indicated the intervention significantly reduced frequency of verbal/psychological aggression, and feelings of anger for caregivers providing care to fathers or husbands. It was not effective for caregivers providing care to mothers, and it did not reduce burden. Implications for nursing include raising awareness about the special vulnerabilities of older caregivers, providing provocative new information about the gender-based power dynamics in caregiving situations and underscoring the need for nurses to assume a stronger leadership role in building science with regard to family caregiving.",2008
171,17690049,2005-2006,,Int Q Community Health Educ,"['Terry PE', 'Mhloyi M', 'Masvaure TB', 'Adlis SA']",Adlis SA,Gender equity and HIV/AIDS prevention: comparing gender differences in sexual practice and beliefs among Zimbabwe university students.,24,1,29-43,['English'],8010942,0272-684X,,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['17690049', '10.2190/F5VV-JPNE-71AT-8FUH', 'F5VVJPNE71AT8FUH']",10.2190/F5VV-JPNE-71AT-8FUH,"['2007/08/11 09:00', '2007/09/20 09:00', '2007/08/11 09:00']",[],1,0,International quarterly of community health education,,2005-2006;24(1):29-43,"We assess gender differences in HIV prevention knowledge, attitudes and practices with a focus on cultural, sociological, and economic variables. A randomized cross-sectional study was used in order to achieve high participation and broad comparative assessment. An eight-page questionnaire was administered to 933 randomly selected students at the University of Zimbabwe. Survey items addressed sexual decision-making, condom use, limiting sexual partners, cultural power dynamics and access to HIV testing. We found marked gender differences with men reporting beliefs of entitlement to dominate women, an assumed leadership in decision-making concerning condom use and an attitude that when a woman says ""no"" to sex, really, ""it depends."" Women acknowledged gender-based cultural attitudes but are much more likely to support women's rights to sexual expression. A multi-faceted approach to gender equity training is needed to challenge men and women to change attitudes and increase social awareness that respects cultural traditions while still inspiring both men and women to champion justice and equality between genders.",2005
172,17264704,2007 Feb,,Acad Med,"['Carnes M', 'Bland C']",Bland C,Viewpoint: A challenge to academic health centers and the National Institutes of Health to prevent unintended gender bias in the selection of clinical and translational science award leaders.,82,2,202-6,['English'],8904605,1040-2446,,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",PubMed - indexed for MEDLINE,ppublish,"['17264704', '10.1097/ACM.0b013e31802d939f', '00001888-200702000-00015']",10.1097/ACM.0b013e31802d939f,"['2007/02/01 09:00', '2007/03/17 09:00', '2007/02/01 09:00']",[],1,0,Academic medicine : journal of the Association of American Medical Colleges,,2007 Feb;82(2):202-6,"In controlled studies, both men and women preferentially select men over women for leadership positions, even when credentials are identical and despite field studies demonstrating women's equivalent or slightly better leadership effectiveness. The assumption that men will make better leaders than women is attributed to the pervasive existence of unconscious stereotypes that characterize both men and leaders as agentic or action oriented and women as dependent. The Clinical and Translational Science Award (CTSA) from the National Institutes of Health (NIH) Roadmap is a novel, prestigious award that will place considerable power in the hands of one principal investigator-conditions that predict activation of bias in favor of selecting male leaders. The authors review research supporting this assertion. To mitigate the impact of this bias and broaden the pool of potential leaders for this transformative initiative, the authors offer the following suggestions. To academic health centers they suggest (1) internal search committees comprised of at least 35% women that establish a priori the desired qualities for the CTSA leader and broadly solicit applicants, (2) explicit specification of the full range of desirable skills of a CTSA leader, and (3) systematic efforts to increase awareness of the negative impact of unconscious gender bias on women's advancement. To the NIH they suggest (1) the new multiple principal investigator rule for the CTSA program, (2) a statement in the request for applications (RFA) encouraging diversity among principal investigators, (3) repetition in the RFA of the public NIH statement of the importance of work life balance for young investigators, and (4) constitution of study sections with at least 35% women.",2007
173,16619897,2005 Jan,,Collegian,"['Borbasi S', 'Jackson D']",Jackson D,"Nursing leadership: power, politics and gender: the role of emotional intelligence (EI).",12,1,5-6,['English'],9612493,1322-7696,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['16619897', '10.1016/s1322-7696(08)60475-8']",10.1016/s1322-7696(08)60475-8,"['2006/04/20 09:00', '2006/08/17 09:00', '2006/04/20 09:00']",[],0,0,"Collegian (Royal College of Nursing, Australia)",,2005 Jan;12(1):5-6,,2005
174,16260527,2005 Nov,,Obstet Gynecol,['Potts M'],Potts M,"Why can't a man be more like a woman? Sex, power, and politics.",106,5 Pt 1,1065-70,['English'],0401101,0029-7844,,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,ppublish,"['16260527', '10.1097/01.AOG.0000186156.64486.7e', '106/5/1065']",10.1097/01.AOG.0000186156.64486.7e,"['2005/11/02 09:00', '2006/02/08 09:00', '2005/11/02 09:00']",[],1,0,Obstetrics and gynecology,,2005 Nov;106(5 Pt 1):1065-70,"Conflicts between male and female reproductive agendas continue to play out in contemporary issues of sex, power, and politics. Viewing gender through the lens of biologic evolutionary psychology reveals persistent controversies surrounding women's rights. The history of oral contraceptives compared with that of erectile dysfunction drugs is just one example of the disparity between female and male reproductive choices. Contraceptives, maternal mortality, abortion, and domestic violence are issues directly influenced by politics, religion, and gender biases. Ultimately, everything that can we can do to give women control over their bodies and their fertility is not only just and humane, but it also changes the world for the better. The United States must restore its leadership in international family planning--ensuring reproductive freedoms could be the genesis of other freedoms.",2005
175,15739776,2005 Feb,,J Soc Psychol,['Bogler R'],Bogler R,Satisfaction of Jewish and Arab teachers in Israel.,145,1,19-33,['English'],0376372,0022-4545,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['15739776', '10.3200/SOCP.145.1.19-34']",10.3200/SOCP.145.1.19-34,"['2005/03/03 09:00', '2005/05/04 09:00', '2005/03/03 09:00']",[],1,0,The Journal of social psychology,,2005 Feb;145(1):19-33,"The author investigated the differences between Jewish Israeli and Arab Israeli teachers in their satisfaction with their work. Initially, the goal of the present study was to investigate whether there were demographic attributes (such as age, gender, and education) that differentiated between the two groups of teachers. Later, the author added two variables, teachers' perceptions of their occupation and teachers' perceptions of their principals' leadership styles, to the analysis to examine their contribution to the level of satisfaction for each group. Regression analyses revealed the significant power of the two added variables in predicting teacher satisfaction among both Jewish and Arab Israeli teachers. The author discussed implications of the findings in relation to principals' roles and teachers' perceptions.",2005
176,15373821,2004 Sep,,Health Soc Care Community,['Lee RB'],Lee RB,Filipino men's familial roles and domestic violence: implications and strategies for community-based intervention.,12,5,422-9,['English'],9306359,0966-0410,,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['15373821', '10.1111/j.1365-2524.2004.00512.x', 'HSC512']",10.1111/j.1365-2524.2004.00512.x,"['2004/09/18 05:00', '2004/10/16 09:00', '2004/09/18 05:00']",[],1,0,Health & social care in the community,,2004 Sep;12(5):422-9,"Men's gender roles have contributed to family violence, but the ramifications of these roles in the development of community-based programmes for men have not been given much attention. A small-scale qualitative examination of the familial context of Filipino men's positions and roles, and their domestic violence experiences and attitudes was carried out using eight discussion groups, each group with seven to eight members. Verbatim tape-recorded transcripts were analysed using accepted techniques for theoretical analysis to establish emergent themes. Discussants saw themselves as being at the helm of their families. Men were knowledgeable of and took responsibility for their gender roles exerting control over the focus and direction of all their family affairs, including the gender roles of their wives/partners. This control demonstrated facets of their hegemonic masculinity such as sexual objectification and dominance. Men in this society come from a traditional position of power, dominance and privilege. They will be particularly sensitive to interventions aimed at reducing violence against women which will inquire into their private lives. In their view, such interventions were both a direct challenge to their family leadership and a basis for 'losing face'. Strategies for positive interventions include the need for male-sensitive and male-centred approaches which avoid demonising or stereotyping men.",2004
177,15189575,2003 Nov,,Pers Soc Psychol Bull,"['Rudman LA', 'Heppen JB']",Heppen JB,Implicit romantic fantasies and women's interest in personal power: a glass slipper effect?,29,11,1357-70,['English'],7809042,0146-1672,,"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",PubMed - indexed for MEDLINE,ppublish,"['15189575', '10.1177/0146167203256906']",10.1177/0146167203256906,"['2004/06/11 05:00', '2004/07/23 05:00', '2004/06/11 05:00']",[],1,0,Personality & social psychology bulletin,,2003 Nov;29(11):1357-70,"Three experiments investigated the relationship between women's romantic fantasies and their interest in personal power. Romantic fantasies (associating partners with chivalry and heroism) were assessed using the Implicit Association Test and self-reports. In each experiment, women's implicit romantic fantasies were dissociated with their conscious beliefs. More important, implicit (but not explicit) romantic fantasies negatively predicted women's interest in personal power, including projected income, education goal, interest in high-status jobs, and group leadership appeal. By contrast, men's implicit romantic fantasies were not routinely linked to their interest in personal power. In concert, the findings are consistent with positing a ""glass slipper"" effect for women that may be an implicit barrier to gender equity.",2003
178,15132189,2004 Spring,,J Am Acad Psychoanal Dyn Psychiatry,['Turkel AR'],Turkel AR,The hand that rocks the cradle rocks the boat: the empowerment of women.,32,1,41-53; discussion 55-7,['English'],101177980,1546-0371,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['15132189', '10.1521/jaap.32.1.41.28337']",10.1521/jaap.32.1.41.28337,"['2004/05/11 05:00', '2004/08/12 05:00', '2004/05/11 05:00']",[],1,0,The journal of the American Academy of Psychoanalysis and Dynamic Psychiatry,,2004 Spring;32(1):41-53; discussion 55-7,"The obstacles to equality for women have changed from external to intrapsychic. The relational characteristics of women, such as nurturing and connecting with others, are now regarded as desirable attributes for the workplace. Adult growth and achievement models are based on the so-called masculine characteristics of separation, individuation, and independence. Relational theory supplies an alternative model called growth-in-connection, which stems from the feminine characteristics of connection, collectivity, and interdependence. Women's fears of exercising power, men's resistance to sharing power, the traditional ways in which women attain power are all concerns that are examined. Real power lies in exercising leadership, which implies risk-taking. Exploring the gender disequilibrium in issues of power--both the female advantage and the female disadvantage-as exemplified by the glass ceiling and its origins--helps to clarify the issues involved in empowerment.",2004
179,12765106,2003 Apr-Jun,,Nurs Adm Q,['Upenieks V'],Upenieks V,Nurse leaders' perceptions of what compromises successful leadership in today's acute inpatient environment.,27,2,140-52,['English'],7703976,0363-9568,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['12765106', '10.1097/00006216-200304000-00008']",10.1097/00006216-200304000-00008,"['2003/05/27 05:00', '2003/06/17 05:00', '2003/05/27 05:00']",[],1,0,Nursing administration quarterly,,2003 Apr-Jun;27(2):140-52,"The purpose of this study was to gain an understanding of nurse leaders' perceptions of both the value of their roles in today's health care setting and their beliefs about how power and gender interface with role worth. Support for the theoretical significance of this research stemmed from Kanter's Structural Theory of Organizational Behavior. Four leaders were recruited at the executive level and 12 at the director/managerial level. The results of the deductive analysis supported Kanter's theory. Eighty-three percent of the nurse leaders validated that access to power, opportunity, information, and resources created an empowered environment, producing a climate that fostered leadership success and enhanced levels of job satisfaction among nurses. This study provided groundwork on the kinds of leadership traits that foster nursing satisfaction and on whether or not gender influences leadership effectiveness. The findings of this study are both timely and relevant for nurse leaders faced with the effects of the current supply-and-demand nursing shortage and with fiscal restraints mandated by managed care and regulatory agencies.",2003
180,12293703,1998 May,,Dev Pract,['Forje CL'],Forje CL,"Economic crisis helps to ""demarginalize"" women.",8,2,211-6,['English'],101084429,0961-4524,,"['Case Reports', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,"['12293703', '10.1080/09614529853828']",10.1080/09614529853828,"['2002/09/26 06:00', '2002/10/09 04:00', '2002/09/26 06:00']",[],1,0,Development in practice,,1998 May;8(2):211-6,,1998
181,11991431,2002 Mar-Apr,,Int J Fertil Womens Med,['Legato MJ'],Legato MJ,The changing position of women in the medical marketplace: women's health morphs into gender-specific medicine.,47,2,55-60,['English'],9706778,1534-892X,,"['Historical Article', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,['11991431'],,"['2002/05/07 10:00', '2002/11/26 04:00', '2002/05/07 10:00']",[],1,0,International journal of fertility and women's medicine,,2002 Mar-Apr;47(2):55-60,"Traditionally, society--including the academic medical community--has concentrated on the male patient. Women were protected from clinical investigation on human subjects. However, World War II brought about far-reaching changes. The experience of Americans during the prolonged struggle gave them an enduring confidence in the power of science to prolong and improve human life that culminated in the expansion of the National Institutes of Health under the leadership of James A. Shannon. The other profound change in American society was in the attitude of women, who, as a result of their enormously increased options during the war to hold jobs and enter professions that had previously been the exclusive province of men, united in the feminist movement. By the end of the 1980s, the voices of women themselves galvanized the United States government to effect a series of maneuvers that have revolutionized our concept of the importance of biological sex in human biology. This paper reviews the changes in American medical research, and the delivery of medical care, to men and women over the past century, which laid the foundation for an in-depth exploration of the impact of gender on normal human function and the way human beings experience disease.",2002
182,12320740,1997 Feb,,Gend Dev,['Chigudu H'],Chigudu H,Establishing a feminist culture: the experience of Zimbabwe Women's Resource Centre and Network.,5,1,35-42,['English'],9889747,1355-2074,,"['Case Reports', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,"['12320740', '10.1080/741922298']",10.1080/741922298,"['1997/02/01 00:00', '2002/10/09 04:00', '1997/02/01 00:00']",[],1,0,Gender and development,,1997 Feb;5(1):35-42,,1997
183,12320739,1997 Feb,,Gend Dev,['Hadjipateras A'],Hadjipateras A,"Implementing a gender policy in ACORD: strategies, constraints, and challenges.",5,1,28-34,['English'],9889747,1355-2074,,"['Case Reports', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,"['12320739', '10.1080/741922303']",10.1080/741922303,"['1997/02/01 00:00', '2002/10/09 04:00', '1997/02/01 00:00']",[],1,0,Gender and development,,1997 Feb;5(1):28-34,,1997
184,9169313,1997,,Int J Aging Hum Dev,['Simonton DK'],Simonton DK,Achievement domain and life expectancies in Japanese civilization.,44,2,103-14,['English'],0370033,0091-4150,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['9169313', '10.2190/8PR6-N48U-NJ9J-82UB']",10.2190/8PR6-N48U-NJ9J-82UB,"['1997/01/01 00:00', '1997/01/01 00:01', '1997/01/01 00:00']",[],1,0,International journal of aging & human development,,1997;44(2):103-14,"Previous studies have found that the expected life span of eminent personalities may vary systematically according to the domain of achievement. The current investigation examines this phenomenon more closely by 1) introducing methodological controls for potential gender and cohort artifacts, 2) adding substantive predictors (e.g., suicide and homicide) that provide clues regarding the substantive basis for the differences, 3) scrutinizing a greater variety of achievement domains in both creativity and leadership, and 4) using a non-Western sample of historical figures (1,632 Japanese born between 450 and 1883 A.D.). Multiple regression analyses revealed domain contrasts in life expectancy (e.g., the shorter life spans of fiction authors and political figures, but the longer life spans of religious leaders and sword makers). In addition, the analyses helped decipher the extent to which these domain differences were due to violent death or to the stress of occupying high positions of power.",1997
185,9004699,1996 Dec,,Nurs Manage,['Rozier CK'],Rozier CK,Nurses executive characteristics. Gender differences.,27,12,33-7; quiz 38,['English'],8219243,0744-6314,,"['Comparative Study', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,"['9004699', '10.1097/00006247-199612000-00009']",10.1097/00006247-199612000-00009,"['1996/12/01 00:00', '1996/12/01 00:01', '1996/12/01 00:00']",[],1,0,Nursing management,,1996 Dec;27(12):33-7; quiz 38,"Do male nurse executives working in a female-dominated profession adopt more of the female leadership characteristics? A study investigates gender differences of nurse executives on a variety of managerial attributes: sex role, supervision, power, career commitment and work/family conflict. Results also were compared to executives of other professions.",1996
186,12291317,1996 Jun,,Gend Dev,['Arroba A'],Arroba A,A voice of alarm: a historian's view of the family.,4,2,8-13,['English'],9889747,1355-2074,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['12291317', '10.1080/741922018']",10.1080/741922018,"['1996/06/01 00:00', '2002/10/09 04:00', '1996/06/01 00:00']",[],1,0,Gender and development,,1996 Jun;4(2):8-13,,1996
