,Unnamed: 0,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,source,subgroup
67,67,27155856,2017 Jan,2016 May 7,Knee Surg Sports Traumatol Arthrosc,"['Tian S', 'Ha C', 'Wang B', 'Wang Y', 'Liu L', 'Li Q', 'Yang X', 'Sun K']",Sun K,Arthroscopic anatomic double-bundle ACL reconstruction using irradiated versus non-irradiated hamstring tendon allograft.,25,1,251-259,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27155856', '10.1007/s00167-016-4154-6', '10.1007/s00167-016-4154-6']",10.1007/s00167-016-4154-6,"['2016/01/03 00:00', '2016/04/26 00:00', '2016/05/09 06:00', '2017/05/02 06:00', '2016/05/09 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-016-4154-6,2017 Jan;25(1):251-259,pubmed,ht
68,68,26948548,2016 May,2016 Mar 6,Am J Sports Med,"['Karikis I', 'Desai N', 'Sernert N', 'Rostgard-Christensen L', 'Kartus J']",Kartus J,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up.,44,5,1225-36,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26948548', '10.1177/0363546515626543', '0363546515626543']",10.1177/0363546515626543,"['2016/03/08 06:00', '2016/03/08 06:00', '2017/10/14 06:00']",['J Bone Joint Surg Am. 2016 Nov 16;98(22):1933-1934. doi: 10.2106/JBJS.16.00883. PMID: 27852911'],1,0,The American journal of sports medicine,doi: 10.1177/0363546515626543,2016 May;44(5):1225-36,pubmed,ht
69,69,26838934,2016 Apr,2016 Feb 2,Am J Sports Med,"['Sasaki S', 'Tsuda E', 'Hiraga Y', 'Yamamoto Y', 'Maeda S', 'Sasaki E', 'Ishibashi Y']",Ishibashi Y,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction.,44,4,855-64,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26838934', '10.1177/0363546515624471', '0363546515624471']",10.1177/0363546515624471,"['2016/02/04 06:00', '2016/02/04 06:00', '2016/11/04 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515624471,2016 Apr;44(4):855-64,pubmed,ht
70,70,26753501,2016 Jan,2016 Jan 3,Knee,"['Franz W', 'Baumann A']",Baumann A,"Minimally invasive semitendinosus tendon harvesting from the popliteal fossa versus conventional hamstring tendon harvesting for ACL reconstruction: A prospective, randomised controlled trial in 100 patients.",23,1,106-10,['English'],9430798,0968-0160,1873-5800,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26753501', '10.1016/j.knee.2015.09.001', 'S0968-0160(15)00208-2']",10.1016/j.knee.2015.09.001,"['2015/03/30 00:00', '2015/08/01 00:00', '2015/09/01 00:00', '2016/01/13 06:00', '2016/01/13 06:00', '2016/12/16 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2015.09.001,2016 Jan;23(1):106-10,pubmed,ht
71,71,26725050,2016 Apr,2016 Jan 2,Arch Orthop Trauma Surg,"['Konrads C', 'Reppenhagen S', 'Plumhoff P', 'Hoberg M', 'Rudert M', 'Barthel T']",Barthel T,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction.,136,4,521-5,['English'],9011043,0936-8051,1434-3916,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26725050', '10.1007/s00402-015-2386-4', '10.1007/s00402-015-2386-4']",10.1007/s00402-015-2386-4,"['2015/08/10 00:00', '2016/01/04 06:00', '2016/01/05 06:00', '2016/11/12 06:00']",[],1,0,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-015-2386-4,2016 Apr;136(4):521-5,pubmed,ht
72,72,26578718,2016 Jan,2015 Nov 17,Am J Sports Med,"['Webster KE', 'Feller JA', 'Hartnett N', 'Leigh WB', 'Richmond AK']",Richmond AK,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial.,44,1,83-90,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26578718', '10.1177/0363546515611886', '0363546515611886']",10.1177/0363546515611886,"['2015/11/19 06:00', '2015/11/19 06:00', '2016/07/28 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515611886,2016 Jan;44(1):83-90,pubmed,ht
73,73,26109611,2015 Aug,2015 Jun 24,Am J Sports Med,"['Arama Y', 'Salmon LJ', 'Sri-Ram K', 'Linklater J', 'Roe JP', 'Pinczewski LA']",Pinczewski LA,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up.",43,8,1893-901,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26109611', '10.1177/0363546515588926', '0363546515588926']",10.1177/0363546515588926,"['2015/06/26 06:00', '2015/06/26 06:00', '2016/02/19 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515588926,2015 Aug;43(8):1893-901,pubmed,ht
74,74,26051483,2015 Dec,2015 Jun 6,Knee,"['Lindström M', 'Wredmark T', 'Wretling ML', 'Henriksson M', 'Felländer-Tsai L']",Felländer-Tsai L,"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study.",22,6,559-64,['English'],9430798,0968-0160,1873-5800,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['26051483', '10.1016/j.knee.2015.04.015', 'S0968-0160(15)00102-7']",10.1016/j.knee.2015.04.015,"['2014/04/12 00:00', '2015/03/18 00:00', '2015/04/29 00:00', '2015/06/09 06:00', '2015/06/09 06:00', '2016/05/10 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2015.04.015,2015 Dec;22(6):559-64,pubmed,ht
75,75,25891223,2015 Jul,2015 Apr 17,Arthroscopy,"['Li J', 'Wang J', 'Li Y', 'Shao D', 'You X', 'Shen Y']",Shen Y,"A Prospective Randomized Study of Anterior Cruciate Ligament Reconstruction With Autograft, γ-Irradiated Allograft, and Hybrid Graft.",31,7,1296-302,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25891223', '10.1016/j.arthro.2015.02.033', 'S0749-8063(15)00142-5']",10.1016/j.arthro.2015.02.033,"['2014/06/17 00:00', '2015/02/01 00:00', '2015/02/17 00:00', '2015/04/21 06:00', '2015/04/22 06:00', '2016/02/03 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2015.02.033,2015 Jul;31(7):1296-302,pubmed,ht
76,76,25763849,2016 Sep,2015 Mar 13,Knee Surg Sports Traumatol Arthrosc,"['Dai C', 'Wang F', 'Wang X', 'Wang R', 'Wang S', 'Tang S']",Tang S,Arthroscopic single-bundle anterior cruciate ligament reconstruction with six-strand hamstring tendon allograft versus bone-patellar tendon-bone allograft.,24,9,2915-2922,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25763849', '10.1007/s00167-015-3569-9', '10.1007/s00167-015-3569-9']",10.1007/s00167-015-3569-9,"['2014/07/30 00:00', '2015/03/03 00:00', '2015/03/13 06:00', '2015/03/13 06:00', '2017/04/30 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-015-3569-9,2016 Sep;24(9):2915-2922,pubmed,ht
77,77,25646363,2015 May,2015 Feb 2,Am J Sports Med,"['Koga H', 'Muneta T', 'Yagishita K', 'Watanabe T', 'Mochizuki T', 'Horie M', 'Nakamura T', 'Otabe K', 'Sekiya I']",Sekiya I,Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial.,43,5,1157-64,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25646363', '10.1177/0363546514567069', '0363546514567069']",10.1177/0363546514567069,"['2015/02/04 06:00', '2015/02/04 06:00', '2015/12/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546514567069,2015 May;43(5):1157-64,pubmed,ht
78,78,25514139,2015 Jul,,Clin J Sport Med,"['Mohtadi N', 'Chan D', 'Barber R', 'Oddone Paolucci E']",Oddone Paolucci E,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up.",25,4,321-31,['English'],9103300,1050-642X,1536-3724,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['25514139', '10.1097/JSM.0000000000000165']",10.1097/JSM.0000000000000165,"['2014/12/17 06:00', '2014/12/17 06:00', '2016/03/22 06:00']",[],1,0,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine,doi: 10.1097/JSM.0000000000000165,2015 Jul;25(4):321-31,pubmed,ht
79,79,25242512,2015 Jan,2014 Sep 18,Arthroscopy,"['Koga H', 'Muneta T', 'Yagishita K', 'Watanabe T', 'Mochizuki T', 'Horie M', 'Nakamura T', 'Otabe K', 'Sekiya I']",Sekiya I,Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: randomized controlled trial.,31,1,69-76,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25242512', '10.1016/j.arthro.2014.07.020', 'S0749-8063(14)00644-6']",10.1016/j.arthro.2014.07.020,"['2014/04/26 00:00', '2014/07/11 00:00', '2014/07/11 00:00', '2014/09/23 06:00', '2014/09/23 06:00', '2015/05/09 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2014.07.020,2015 Jan;31(1):69-76,pubmed,ht
80,80,25192689,2015 Mar,2014 Sep 6,Int Orthop,"['Papalia R', 'Franceschi F', 'Tecame A', ""D'Adamio S"", 'Maffulli N', 'Denaro V']",Denaro V,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success.,39,3,527-34,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25192689', '10.1007/s00264-014-2513-9']",10.1007/s00264-014-2513-9,"['2014/08/03 00:00', '2014/08/14 00:00', '2014/09/07 06:00', '2014/09/07 06:00', '2016/02/16 06:00']",[],1,0,International orthopaedics,doi: 10.1007/s00264-014-2513-9,2015 Mar;39(3):527-34,pubmed,ht
81,81,24825597,2014 Jul,2014 May 14,Wien Klin Wochenschr,"['Leitgeb J', 'Köttstorfer J', 'Schuster R', 'Kovar FM', 'Platzer P', 'Aldrian S']",Aldrian S,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft.,126,13-14,397-402,['English'],21620870R,0043-5325,1613-7671,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24825597', '10.1007/s00508-014-0550-4']",10.1007/s00508-014-0550-4,"['2014/01/16 00:00', '2014/04/13 00:00', '2014/05/15 06:00', '2014/05/16 06:00', '2015/12/15 06:00']",['Wien Klin Wochenschr. 2014 Jul;126(13-14):455'],1,0,Wiener klinische Wochenschrift,doi: 10.1007/s00508-014-0550-4,2014 Jul;126(13-14):397-402,pubmed,ht
82,82,24644301,2014 May,2014 Mar 18,Am J Sports Med,"['Barenius B', 'Ponzer S', 'Shalabi A', 'Bujak R', 'Norlén L', 'Eriksson K']",Eriksson K,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,42,5,1049-57,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24644301', '10.1177/0363546514526139', '0363546514526139']",10.1177/0363546514526139,"['2014/03/20 06:00', '2014/03/20 06:00', '2014/11/05 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546514526139,2014 May;42(5):1049-57,pubmed,ht
83,83,24549261,2015 Apr,2014 Feb 19,Knee Surg Sports Traumatol Arthrosc,"['Fujii M', 'Furumatsu T', 'Miyazawa S', 'Okada Y', 'Tanaka T', 'Ozaki T', 'Abe N']",Abe N,Intercondylar notch size influences cyclops formation after anterior cruciate ligament reconstruction.,23,4,1092-9,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['24549261', '10.1007/s00167-014-2891-y']",10.1007/s00167-014-2891-y,"['2013/09/18 00:00', '2014/01/31 00:00', '2014/02/20 06:00', '2014/02/20 06:00', '2015/09/22 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-014-2891-y,2015 Apr;23(4):1092-9,pubmed,ht
84,84,24531357,2015 Apr,2014 Feb 15,Knee Surg Sports Traumatol Arthrosc,"['Karimi-Mobarakeh M', 'Mardani-Kivi M', 'Mortazavi A', 'Saheb-Ekhtiari K', 'Hashemi-Motlagh K']",Hashemi-Motlagh K,Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial.,23,4,1086-91,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24531357', '10.1007/s00167-014-2890-z']",10.1007/s00167-014-2890-z,"['2013/09/15 00:00', '2014/01/31 00:00', '2014/02/18 06:00', '2014/02/18 06:00', '2015/09/22 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-014-2890-z,2015 Apr;23(4):1086-91,pubmed,ht
85,85,24254567,2013 Nov,,Eur Rev Med Pharmacol Sci,"['Iorio R', 'Di Sanzo V', 'Vadalà A', 'Conteduca J', 'Mazza D', 'Redler A', 'Bolle G', 'Conteduca F', 'Ferretti A']",Ferretti A,ACL reconstruction with hamstrings: how different technique and fixation devices influence bone tunnel enlargement.,17,21,2956-61,['English'],9717360,1128-3602,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['24254567', '5855']",,"['2013/11/21 06:00', '2013/11/21 06:00', '2014/03/13 06:00']",[],1,0,European review for medical and pharmacological sciences,,2013 Nov;17(21):2956-61,pubmed,ht
86,86,24005332,2014 Sep,2013 Sep 5,Knee Surg Sports Traumatol Arthrosc,"['Gifstad T', 'Drogset JO', 'Grøntvedt T', 'Hortemo GS']",Hortemo GS,Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study.,22,9,2153-62,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24005332', '10.1007/s00167-013-2652-3']",10.1007/s00167-013-2652-3,"['2012/11/29 00:00', '2013/08/24 00:00', '2013/09/06 06:00', '2013/09/06 06:00', '2015/04/01 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2652-3,2014 Sep;22(9):2153-62,pubmed,ht
87,87,24001575,2013 Nov,2013 Sep 3,Am J Sports Med,"['McRae S', 'Leiter J', 'McCormack R', 'Old J', 'MacDonald P']",MacDonald P,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial.,41,11,2492-9,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['24001575', '10.1177/0363546513499140', '0363546513499140']",10.1177/0363546513499140,"['2013/09/05 06:00', '2013/09/05 06:00', '2014/06/24 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513499140,2013 Nov;41(11):2492-9,pubmed,ht
88,88,23982635,2013 Dec,2013 Aug 28,Int Orthop,"['Stevanović V', 'Blagojević Z', 'Petković A', 'Glišić M', 'Sopta J', 'Nikolić V', 'Milisavljević M']",Milisavljević M,Semitendinosus tendon regeneration after anterior cruciate ligament reconstruction: can we use it twice?,37,12,2475-81,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23982635', 'PMC3843191', 'pmc-id: PMC3843191;', '10.1007/s00264-013-2034-y']",10.1007/s00264-013-2034-y,"['2013/06/24 00:00', '2013/07/14 00:00', '2013/08/29 06:00', '2013/08/29 06:00', '2014/10/01 06:00', '2014/12/01 00:00']",[],1,27,International orthopaedics,doi: 10.1007/s00264-013-2034-y,2013 Dec;37(12):2475-81,pubmed,ht
89,89,23921339,2013 Nov,2013 Aug 6,Am J Sports Med,"['Ahldén M', 'Sernert N', 'Karlsson J', 'Kartus J']",Kartus J,A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction.,41,11,2484-91,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23921339', '10.1177/0363546513497926', '0363546513497926']",10.1177/0363546513497926,"['2013/08/08 06:00', '2013/08/08 06:00', '2014/06/24 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513497926,2013 Nov;41(11):2484-91,pubmed,ht
90,90,23864175,2013 Jul 17,,J Bone Joint Surg Am,"['Mohammadi F', 'Salavati M', 'Akhbari B', 'Mazaheri M', 'Mohsen Mir S', 'Etemadi Y']",Etemadi Y,Comparison of functional outcome measures after ACL reconstruction in competitive soccer players: a randomized trial.,95,14,1271-7,['English'],0014030,0021-9355,1535-1386,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23864175', '10.2106/JBJS.L.00724', '1705134']",10.2106/JBJS.L.00724,"['2013/07/19 06:00', '2013/07/19 06:00', '2013/09/24 06:00']",[],1,0,The Journal of bone and joint surgery. American volume,doi: 10.2106/JBJS.L.00724,2013 Jul 17;95(14):1271-7,pubmed,ht
91,91,23698210,2013,,Clin Ter,"['Iorio R', 'Di Sanzo V', 'Vadalà A', 'Mazza D', 'Valeo L', 'Messano GA', 'Redler A', 'Iorio C', 'Bolle G', 'Conteduca F', 'Ferretti A']",Ferretti A,Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study.,164,2,e101-6,['English'],0372604,0009-9074,1972-6007,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23698210', '10.7417/CT.2013.1540']",10.7417/CT.2013.1540,"['2013/05/24 06:00', '2013/05/24 06:00', '2014/04/16 06:00']",[],1,0,La Clinica terapeutica,doi: 10.7417/CT.2013.1540,2013;164(2):e101-6,pubmed,ht
92,92,23686085,2013 Jul,2013 May 18,J Orthop Sci,"['Nakayama H', 'Yoshiya S']",Yoshiya S,The effect of tourniquet use on operative performance and early postoperative results of anatomic double-bundle anterior cruciate ligament reconstruction.,18,4,586-91,['English'],9604934,0949-2658,1436-2023,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23686085', '10.1007/s00776-013-0405-2', 'S0949-2658(15)30457-7']",10.1007/s00776-013-0405-2,"['2013/02/07 00:00', '2013/04/16 00:00', '2013/05/21 06:00', '2013/05/21 06:00', '2013/11/13 06:00']",[],1,0,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,doi: 10.1007/s00776-013-0405-2,2013 Jul;18(4):586-91,pubmed,ht
93,93,23579334,2013 Aug,2013 Apr 9,J Sport Rehabil,"['Christensen JC', 'Goldfine LR', 'West HS']",West HS,The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: a randomized clinical trial.,22,3,191-201,['English'],9206500,1056-6716,1543-3072,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23579334', '10.1123/jsr.22.3.191', '2012-0076']",10.1123/jsr.22.3.191,"['2013/04/13 06:00', '2013/04/13 06:00', '2014/03/26 06:00']",[],1,0,Journal of sport rehabilitation,,2013 Aug;22(3):191-201,pubmed,ht
94,94,23423316,2013 Apr,2013 Feb 19,Am J Sports Med,"['Fukuda TY', 'Fingerhut D', 'Moreira VC', 'Camarini PM', 'Scodeller NF', 'Duarte A Jr', 'Martinelli M', 'Bryk FF']",Bryk FF,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial.,41,4,788-94,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23423316', '10.1177/0363546513476482', '0363546513476482']",10.1177/0363546513476482,"['2013/02/21 06:00', '2013/02/21 06:00', '2014/01/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513476482,2013 Apr;41(4):788-94,pubmed,ht
95,95,23338666,2014 Feb,2013 Jan 23,Knee Surg Sports Traumatol Arthrosc,"['Kristensen PK', 'Pfeiffer-Jensen M', 'Storm JO', 'Thillemann TM']",Thillemann TM,Local infiltration analgesia is comparable to femoral nerve block after anterior cruciate ligament reconstruction with hamstring tendon graft: a randomised controlled trial.,22,2,317-23,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23338666', '10.1007/s00167-013-2399-x']",10.1007/s00167-013-2399-x,"['2012/06/17 00:00', '2013/01/14 00:00', '2013/01/23 06:00', '2013/01/23 06:00', '2014/10/28 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2399-x,2014 Feb;22(2):317-23,pubmed,ht
96,96,23307675,2013 Jan,,Bone Joint J,"['Mirzatolooei F', 'Alamdari MT', 'Khalkhali HR']",Khalkhali HR,The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial.,95-B,1,65-9,['English'],101599229,2049-4394,2049-4408,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23307675', '10.1302/0301-620X.95B1.30487', '95-B/1/65']",10.1302/0301-620X.95B1.30487,"['2013/01/12 06:00', '2013/01/12 06:00', '2013/03/12 06:00']",[],1,0,The bone & joint journal,doi: 10.1302/0301-620X.95B1.30487,2013 Jan;95-B(1):65-9,pubmed,ht
97,97,23288753,2013 Apr,2012 Sep 10,J Knee Surg,"[""D'Alessandro P"", 'Wake G', 'Annear P']",Annear P,"Hamstring pain and muscle strains following anterior cruciate ligament reconstruction: a prospective, randomized trial comparing hamstring graft harvest techniques.",26,2,139-44,['English'],101137599,1538-8506,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23288753', '10.1055/s-0032-1324811']",10.1055/s-0032-1324811,"['2013/01/05 06:00', '2013/01/05 06:00', '2013/08/28 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0032-1324811,2013 Apr;26(2):139-44,pubmed,ht
98,98,23242378,2014 Jan,2012 Dec 15,Knee Surg Sports Traumatol Arthrosc,"['Zhang Q', 'Zhang S', 'Cao X', 'Liu L', 'Liu Y', 'Li R']",Li R,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial.,22,1,166-73,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23242378', '10.1007/s00167-012-2341-7']",10.1007/s00167-012-2341-7,"['2012/05/28 00:00', '2012/12/04 00:00', '2012/12/18 06:00', '2012/12/18 06:00', '2014/11/19 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-012-2341-7,2014 Jan;22(1):166-73,pubmed,ht
99,99,23145756,2012,,Eklem Hastalik Cerrahisi,"['Demirağ B', 'Ermutlu C', 'Aydemir F', 'Durak K']",Durak K,A comparison of clinical outcome of augmentation and standard reconstruction techniques for partial anterior cruciate ligament tears.,23,3,140-4,['English'],101265191,,1309-0313,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['23145756'],,"['2012/11/14 06:00', '2012/11/14 06:00', '2015/08/19 06:00']",[],1,0,Eklem hastaliklari ve cerrahisi = Joint diseases & related surgery,,2012;23(3):140-4,pubmed,ht
100,100,22850710,2012 Aug,,Acta Cir Bras,"['Zhang Q', 'Zhang S', 'Li R', 'Liu Y', 'Cao X']",Cao X,Comparison of two methods of femoral tunnel preparation in single-bundle anterior cruciate ligament reconstruction: a prospective randomized study.,27,8,572-6,['English'],9103983,0102-8650,1678-2674,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['22850710', '10.1590/s0102-86502012000800010', 'S0102-86502012000800010']",10.1590/s0102-86502012000800010,"['2012/03/23 00:00', '2012/06/21 00:00', '2012/08/02 06:00', '2012/08/02 06:00', '2013/04/13 06:00']",[],1,0,Acta cirurgica brasileira,,2012 Aug;27(8):572-6,pubmed,ht
101,101,22840988,2012 Aug,,Arthroscopy,"['Lawhorn KW', 'Howell SM', 'Traina SM', 'Gottlieb JE', 'Meade TD', 'Freedberg HI']",Freedberg HI,"The effect of graft tissue on anterior cruciate ligament outcomes: a multicenter, prospective, randomized controlled trial comparing autograft hamstrings with fresh-frozen anterior tibialis allograft.",28,8,1079-86,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['22840988', '10.1016/j.arthro.2012.05.010', 'S0749-8063(12)00511-7']",10.1016/j.arthro.2012.05.010,"['2011/09/25 00:00', '2012/05/07 00:00', '2012/05/08 00:00', '2012/07/31 06:00', '2012/07/31 06:00', '2012/12/10 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2012.05.010,2012 Aug;28(8):1079-86,pubmed,ht
