,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract
72,19896041,2009 Nov,,Arthroscopy,"['Nin JR', 'Gasque GM', 'Azcárate AV', 'Beola JD', 'Gonzalez MH']",Gonzalez MH,Has platelet-rich plasma any role in anterior cruciate ligament allograft healing?,25,11,1206-13,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19896041', '10.1016/j.arthro.2009.06.002', 'S0749-8063(09)00512-X']",10.1016/j.arthro.2009.06.002,"['2008/10/10 00:00', '2009/06/01 00:00', '2009/06/02 00:00', '2009/11/10 06:00', '2009/11/10 06:00', '2010/01/21 06:00']","['Arthroscopy. 2010 Jun;26(6):725-6; author reply 726. doi: 10.1016/j.arthro.2010.03.002. PMID: 20511025', 'Arthroscopy. 2010 Sep;26(9):1144; author reply 1145-6. doi: 10.1016/j.arthro.2010.06.020. PMID: 20810068']",1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2009.06.002,2009 Nov;25(11):1206-13,"PURPOSE: The aim of this study was to evaluate and compare the clinical and inflammatory parameters with the addition of platelet-derived growth factor (PDGF) in primary anterior cruciate ligament (ACL) reconstruction with bone-patellar tendon-bone allograft. METHODS: We prospectively randomized 100 patients undergoing arthroscopic patellar tendon allograft ACL reconstruction to a group in whom platelet-enriched gel was used (n = 50) and a non-gel group (n = 50). The platelet concentration was 837 x 10(3)/mm(3), and the gel was introduced inside the graft and the tibial tunnel. Demographic data were comparable between groups. The mean follow-up was 24 months for both groups and included a history, clinical evaluation with the International Knee Documentation Committee score, radiographs, and magnetic resonance imaging. RESULTS: There were no differences in the number of associated injuries. The results did not show any statistically significant differences between the groups for inflammatory parameters (perimeters of the knee and C-reactive protein level), magnetic resonance imaging appearance of the graft, and clinical evaluation scores (visual analog scale, International Knee Documentation Committee, and KT-1000 arthrometer [MEDmetric, San Diego, CA]). CONCLUSIONS: At this time, the therapeutic role of PDGF in ACL reconstruction remains unclear. The use of PDGF, on the graft and inside the tibial tunnel, in patients treated with bone-patellar tendon-bone allografts has no discernable clinical or biomechanical effect at 2 years' follow-up. More clinical studies will be needed to show the efficacy and use of these factors in daily practice in ACL reconstruction. LEVEL OF EVIDENCE: Level I, prospective, randomized, double-blind study."
73,19861236,2010 Oct,2009 Oct 25,Knee,"['Ghalayini SR', 'Helm AT', 'Bonshahi AY', 'Lavender A', 'Johnson DS', 'Smith RB']",Smith RB,Arthroscopic anterior cruciate ligament surgery: results of autogenous patellar tendon graft versus the Leeds-Keio synthetic graft five year follow-up of a prospective randomised controlled trial.,17,5,334-9,['English'],9430798,0968-0160,1873-5800,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19861236', '10.1016/j.knee.2009.09.008', 'S0968-0160(09)00175-6']",10.1016/j.knee.2009.09.008,"['2009/03/23 00:00', '2009/09/27 00:00', '2009/09/28 00:00', '2009/10/29 06:00', '2009/10/29 06:00', '2010/12/14 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2009.09.008,2010 Oct;17(5):334-9,"We conducted a prospective, randomised controlled trial comparing anterior cruciate ligament reconstruction using middle third patellar tendon graft (PT) to synthetic Leeds-Keio (LK) ligament. The patients were randomised (26 PT, 24 LK). Subjective knee function was classified (Lysholm, Tegner activity, IKDC scores), laxity was measured (Lachman test, Stryker laxometer), and functional ability was assessed (one-hop test). There were no significant differences between Lysholm or IKDC scores at any stage by 5 years. Significant differences were found between the groups at 2 years for Tegner activity scores, laxity and one-hop testing. By 5 years there were no significant differences. Clinical equivalence was demonstrated between the two groups for the Lysholm score and one-hop test but not for the Tegner activity score at 5 years. The use of the LK ligament has been largely abandoned due to reports of its insufficiency. Our results demonstrate that it is not as inferior as one might expect. We conclude that the results of LK ligament ACL reconstruction are as acceptable as those using PT. It may provide an additional means of reconstruction where no suitable alternative is present."
74,19851754,2010 Jun,2009 Oct 23,Knee Surg Sports Traumatol Arthrosc,"['Heijne A', 'Werner S']",Werner S,A 2-year follow-up of rehabilitation after ACL reconstruction using patellar tendon or hamstring tendon grafts: a prospective randomised outcome study.,18,6,805-13,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19851754', '10.1007/s00167-009-0961-3']",10.1007/s00167-009-0961-3,"['2009/07/11 00:00', '2009/10/05 00:00', '2009/10/24 06:00', '2009/10/24 06:00', '2010/09/14 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0961-3,2010 Jun;18(6):805-13,"Sixty-eight patients were clinically evaluated preoperatively, 3, 5, 7, 9 months, 1 and 2 years after ACL reconstruction, 34 with patellar tendon graft, 34 with hamstring graft. Outcome regarding graft choice and anterior knee laxity (P = 0.04) was in favour of patellar tendon graft. Hamstring graft led to a larger laxity, 2.4 mm compared with patellar tendon graft, 1.3 mm at 1 year and 2.5 mm and 1.5 mm, respectively, at 2 years (P = 0.05). There was a significant difference in rotational knee stability in favour of the patellar tendon graft at all test occasions but 9 months. A general effect regarding graft choice and muscle torque was found at 90 degrees/s for quadriceps (P = 0.03) and hamstrings (P < or = 0.0001) and at 230 degrees/s for hamstrings (P < or = 0.0001). No treatment effect regarding graft choice and one-leg hop test, postural sway or knee function was found. No group differences in anterior knee pain were found at any of the test occasions but 2 years in favour of hamstring graft compared to patellar tendon graft (P = 0.04). Patellar tendon graft resulted in higher activity level than hamstring graft at all test occasions but 1 year (P = 0.01). Patellar tendon ACL reconstruction led to more stable knees with less anterior knee laxity and less rotational instability than hamstring ACL reconstruction. Hamstring graft patients had not reached preoperative level in hamstring torque even 2 years after ACL reconstruction. Athletes with patellar tendon graft returned to sports earlier and at a higher level than those with hamstring graft."
75,19801284,2009 Oct,,Arthroscopy,"['Endele D', 'Jung C', 'Becker U', 'Bauer G', 'Mauch F']",Mauch F,Anterior cruciate ligament reconstruction with and without computer navigation: a clinical and magnetic resonance imaging evaluation 2 years after surgery.,25,10,1067-74,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19801284', '10.1016/j.arthro.2009.05.016', 'S0749-8063(09)00507-6']",10.1016/j.arthro.2009.05.016,"['2008/08/08 00:00', '2009/04/19 00:00', '2009/05/23 00:00', '2009/10/06 06:00', '2009/10/06 06:00', '2009/12/18 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2009.05.016,2009 Oct;25(10):1067-74,"PURPOSE: The purpose of this study was to evaluate the benefits of computer navigation on tunnel placement during anterior cruciate ligament reconstruction. METHODS: A prospective, randomized, controlled study comparing computer navigation with manual operation was performed between December 2003 and April 2004. We assigned 20 patients to the computer navigation group and 20 patients to the manual navigation group. Surgery was performed by use of a patellar tendon autograft with press-fit fixation. A lateral radiograph of the knee at maximum extension was used to determine the exact position of the tibial tunnel at 4 days postoperatively. Outcomes were evaluated with International Knee Documentation Committee 2000, Tegner, and Lysholm scoring. There was an additional magnetic resonance imaging (MRI) evaluation of tunnel placement and graft quality at the most recent follow-up, approximately 24 months after surgery. RESULTS: The postoperative radiographs and 2-year postoperative MRI scans showed no differences between groups for tibial or femoral tunnel placement. In both groups the mean tibial tunnel placement was 46% of the maximal diameter of the tibia. There were no significant differences between groups for objective and subjective outcomes scoring. Although some qualitative differences existed between groups with respect to MRI graft appearance at 2 years, this had no correlation with overall results. CONCLUSIONS: No significant differences were found between computer-assisted and manually navigated anterior cruciate ligament reconstruction with regard to tunnel placement and clinical results at a mean of 2 years postoperatively. LEVEL OF EVIDENCE: Level I, randomized, single-blinded, controlled trial."
76,19723992,2009 Sep,,J Bone Joint Surg Am,"['Ristanis S', 'Stergiou N', 'Siarava E', 'Ntoulia A', 'Mitsionis G', 'Georgoulis AD']",Georgoulis AD,Effect of femoral tunnel placement for reconstruction of the anterior cruciate ligament on tibial rotation.,91,9,2151-8,['English'],0014030,0021-9355,1535-1386,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19723992', 'PMC2730859', 'pmc-id: PMC2730859;', '10.2106/JBJS.H.00940', '91/9/2151']",10.2106/JBJS.H.00940,"['2009/09/03 09:00', '2009/09/03 06:00', '2009/09/23 06:00', '2010/09/01 00:00']",[],1,43,The Journal of bone and joint surgery. American volume,doi: 10.2106/JBJS.H.00940,2009 Sep;91(9):2151-8,"BACKGROUND: Rotational knee movement after reconstruction of the anterior cruciate ligament has been difficult to quantify. The purpose of this study was to identify in vivo whether a more horizontal placement of the femoral tunnel (in the ten o'clock position rather than in the eleven o'clock position) can restore rotational kinematics, during highly demanding dynamic activities, in a knee in which a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament. METHODS: We evaluated ten patients in whom a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament with the femoral tunnel in the eleven o'clock position, ten patients who had had the same procedure with the femoral tunnel in the ten o'clock position, and ten healthy controls. Kinematic data were collected while the subjects (1) descended from a stairway, made foot contact, and then pivoted 90 degrees on the landing lower limb and (2) jumped from a platform, landed with both feet on the ground, and pivoted 90 degrees on the right or left lower limb. The dependent variable that we examined was tibial rotation during pivoting. RESULTS: The results demonstrated that reconstruction of the anterior cruciate ligament with the femoral tunnel in either the ten or the eleven o'clock position successfully restored anterior tibial translation. However, both techniques resulted in tibial rotation values, during the dynamic activities evaluated, that were significantly larger than those in the intact contralateral lower limbs and those in the healthy controls. Tibial rotation did not differ significantly between the two reconstruction groups or between the healthy controls and the intact contralateral lower limbs. However, we noticed that positioning the tunnel at ten o'clock resulted in slightly decreased rotation values that may have clinical relevance but not statistical significance. CONCLUSIONS: Regardless of which of the two tested positions was utilized to fix the graft to the femur, reconstruction of the anterior cruciate ligament did not restore normal tibial rotation during dynamic activities."
77,19684298,2009 Oct,2009 Aug 14,Am J Sports Med,"['Taylor DC', 'DeBerardino TM', 'Nelson BJ', 'Duffey M', 'Tenuta J', 'Stoneman PD', 'Sturdivant RX', 'Mountcastle S']",Mountcastle S,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods.,37,10,1946-57,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['19684298', '10.1177/0363546509339577', '0363546509339577']",10.1177/0363546509339577,"['2009/08/18 09:00', '2009/08/18 09:00', '2010/02/02 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546509339577,2009 Oct;37(10):1946-57,"BACKGROUND: Controversy remains over the most appropriate graft for anterior cruciate ligament reconstruction. HYPOTHESIS: There is no significant difference in outcomes after 4-strand hamstring and patellar tendon autograft anterior cruciate ligament reconstructions using similar fixation techniques. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Between August 2000 and May 2003, 64 Keller Army Hospital patients with complete anterior cruciate ligament tears were randomized to hamstring (n = 32) or patellar tendon (n = 32) autograft anterior cruciate ligament reconstruction. Operative graft fixation and rehabilitative techniques were the same for both groups. Follow-up assessments included the Single Assessment Numeric Evaluation score, Lysholm score, International Knee Documentation Committee score, and Knee Injury and Osteoarthritis Outcome Score. Postoperative radiographs were analyzed for tunnel location and orientation. RESULTS: Eleven women and 53 men were randomized. Eighty-three percent of the patients (53 of 64) had follow-up of greater than 2 years, or to the point of graft rupture or removal (average follow-up, 36 months). Four hamstring grafts (12.5%) and three patellar tendon grafts (9.4%) (P = .71) ruptured. One deep infection in a hamstring graft patient necessitated graft removal. Forty-five of the 56 patients with intact grafts had greater than 2-year follow-up. Patients with patellar tendon grafts had greater Tegner activity scores (P = .04). Single Assessment Numeric Evaluation scores were 88.5 (95% confidence interval: 83.1, 93.8) and 90.1 (95% confidence interval: 85.2, 96.1) for the hamstring and patellar tendon groups, respectively (P = .53). Lysholm scores were 90.3 (95% confidence interval: 84.4, 96.1) and 90.4 (95% confidence interval: 84.5, 96.3) for the hamstring and patellar tendon groups, respectively (P = .97). There were no significant differences in knee laxity, kneeling pain, isokinetic peak torque, International Knee Documentation Committee score, or Knee Injury and Osteoarthritis Outcome Scores. Postoperative graft rupture correlated with more horizontal tibial tunnel orientation. CONCLUSION: Hamstring and patellar tendon autografts provide similar objective, subjective, and functional outcomes when assessed at least 2 years after anterior cruciate ligament reconstruction."
78,19575180,2009 Sep,2009 Jul 3,Knee Surg Sports Traumatol Arthrosc,"['Ahldén M', 'Kartus J', 'Ejerhed L', 'Karlsson J', 'Sernert N']",Sernert N,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time.",17,9,1117-24,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19575180', '10.1007/s00167-009-0846-5']",10.1007/s00167-009-0846-5,"['2009/02/09 00:00', '2009/06/08 00:00', '2009/07/04 09:00', '2009/07/04 09:00', '2009/12/23 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0846-5,2009 Sep;17(9):1117-24,"The aims of the study were to analyse the change in knee laxity over time after anterior cruciate ligament (ACL) reconstruction, using either bone-patellar-tendon-bone (BPTB) or hamstring (HS) tendon autografts, and to compare the knee laxity measurements between the study groups both pre-operatively and on multiple follow-up occasions. Another aim was to compare the radiographic findings in terms of degenerative changes between the study groups. A randomised series of 71 patients, who underwent ACL reconstruction using BPTB or HS tendon autografts and interference screw fixation, were included in the study. Of these patients, 47/71 (66%) attended a clinical examination, including laxity measurements using the KT-1000 arthrometer, pre-operatively and on four post-operative occasions; 6 months, 1 year, 2 years and 7 years after the reconstruction. The BPTB group consisted of 22 patients, while there were 25 patients in the HS group. There were no significant differences in the mean side-to-side knee laxity between the BPTB and the HS group pre-operatively or at the follow-up examinations. There was a tendency towards a reduction in side-to-side knee laxity over time in both groups, measured with the KT-1000 arthrometer. The decrease was significant when analysing the injured and uninjured knee separately (injured side p < 0.001 (BPTB) and p = 0.005 (HS), uninjured side p = 0.008 and p = 0.042, respectively). Forty-four patients (BPTB 21, ST 23) underwent a radiographic assessment at the 7-year follow-up, which revealed no significant differences between the study groups in terms of osteoarthritic findings classified according to the Fairbank and Ahlback rating systems. In overall terms, osteoarthritis was identified in 16% (BPTB 19%; ST 13%; n.s.) according to the Ahlback rating system and 68% (BPTB 67%; ST 70%; n.s.) according to the Fairbank rating system. There were no significant differences in knee laxity measurements between the two study groups pre-operatively or at 7 years. A decrease in knee laxity over time was seen in both groups. There were no significant differences between the BPTB and ST groups in terms of osteoarthritic findings at 7 years."
79,19560639,2009 Jul,2009 Apr 17,Arthroscopy,"['Sun K', 'Tian SQ', 'Zhang JH', 'Xia CS', 'Zhang CL', 'Yu TB']",Yu TB,Anterior cruciate ligament reconstruction with bone-patellar tendon-bone autograft versus allograft.,25,7,750-9,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19560639', '10.1016/j.arthro.2008.12.023', 'S0749-8063(09)00039-5']",10.1016/j.arthro.2008.12.023,"['2008/08/22 00:00', '2008/11/08 00:00', '2008/12/25 00:00', '2009/06/30 09:00', '2009/06/30 09:00', '2009/09/16 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2008.12.023,2009 Jul;25(7):750-9,"PURPOSE: The purpose of this study was to analyze the clinical outcome of arthroscopic anterior cruciate ligament (ACL) reconstruction with bone-patellar tendon-bone autograft versus allograft. METHODS: Between May 2000 and June 2004, 172 patients undergoing arthroscopic bone-patellar tendon-bone ACL reconstruction were prospectively randomized into autograft (n = 86) or allograft (n = 86) groups. The senior surgeon performed all operations using the same surgical technique. Each fixation was performed by means of an interference screw. Patients were evaluated preoperatively and postoperatively at follow-up. Of the patients, 156 (76 in the autograft group and 80 in the allograft group) were available for full evaluation. Evaluations included a detailed history, physical examination, functional knee ligament testing, KT-2000 arthrometer testing (MEDmetric, San Diego, CA), Harner's vertical jump and Daniel's 1-leg hop tests, Lysholm score, Tegner score, International Knee Documentation Committee standard evaluation form, Cincinnati knee score, and radiograph. RESULTS: Demographic data were comparable between groups. The mean follow-up was 5.6 years for both groups. There were no statistically significant differences according to evaluations of outcome between the 2 groups except that patients in the allograft group had a shorter operation time and longer fever time postoperatively compared with the autograft group. The postoperative infection rates were 0% and 1.25% for the autograft group and allograft group, respectively. There was a significant difference (P < .05) in the development of osteoarthritis between the operated knee in comparison to the contralateral knee according to radiographs. However, no significant difference was found between the 2 groups at the final follow-up examination (P > .05). CONCLUSIONS: Both groups of patients achieved almost the same satisfactory outcomes after a mean of 5.6 years of follow-up. Allograft is a reasonable alternative to autograft for ACL reconstruction. LEVEL OF EVIDENCE: Level II, prospective comparative study."
80,19374299,2009 Apr,,J Med Assoc Thai,"['Laoruengthana A', 'Pattayakorn S', 'Chotanaputhi T', 'Kosiyatrakul A']",Kosiyatrakul A,"Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial.",92,4,491-7,['English'],7507216,0125-2208,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['19374299'],,"['2009/04/21 09:00', '2009/04/21 09:00', '2009/05/27 09:00']",[],1,0,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,2009 Apr;92(4):491-7,"OBJECTIVE: Many randomized clinical trials demonstrated that 4-strand hamstring tendon grafts have comparable results both subjectively and objectively with the patellar tendon grafts. The authors hypothesized that the increment of hamstring tendons strength with 6-strand graft could improve the knee stability compared to the result from using the gold standard patellar tendon. MATERIAL AND METHOD: Thirty-four patients were prospectively randomized into two groups for arthroscopic anterior cruciate ligament reconstruction. Seventeen patients underwent reconstruction with 6-strand hamstring tendons and the remaining seventeen were treated with bone-patellar tendon-bone graft. Patients were followed-up under the similar rehabilitation protocol for at least 12 months. At the time of final follow-up, all the patients in both groups were evaluated in terms of patient's satisfaction, activity level, and knee stability. RESULTS: Fifteen patients in bone-patellar tendon-bone graft (two lost to follow-up) and thirteen patients used 6-strand hamstring tendons (four were converted to 4-strand hamstring tendons) were evaluated at a mean of 19 months (range 12-31 months). The mean of KT-2000 side-to-side laxity measurement in 6-strand hamstring group (0.96 mm) is less than BPTB group (1.22 mm) significantly (p < 0.05). Eleven of 13 patients (84.62%) that received the 6-strand hamstring tendons could return to sport activities compared to 10 of 15 patients (66.67%) that received BPTB graft. Hamstring group have a lower prevalence of donor-site morbidity resulting in less difficult in kneeling. CONCLUSION: The authors concluded that using 6-strand hamstring tendons could improve knee stability in the early clinical outcomes. With no difference in subjective assessment, anterior cruciate ligament reconstruction used hamstring tendons have less donor-site morbidity, which is more compatible to Asian life-style."
81,19353750,2009 Apr,,J Zhejiang Univ Sci B,"['Sun K', 'Tian SQ', 'Zhang JH', 'Xia CS', 'Zhang CL', 'Yu TB']",Yu TB,ACL reconstruction with BPTB autograft and irradiated fresh frozen allograft.,10,4,306-16,['English'],101236535,1673-1581,1862-1783,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['19353750', 'PMC2666208', 'pmc-id: PMC2666208;', '10.1631/jzus.B0820335']",10.1631/jzus.B0820335,"['2009/04/09 09:00', '2009/04/09 09:00', '2009/07/10 09:00', '2009/04/01 00:00']",[],1,35,Journal of Zhejiang University. Science. B,doi: 10.1631/jzus.B0820335,2009 Apr;10(4):306-16,"OBJECTIVE: To analyze the clinical outcomes of arthroscopic anterior cruciate ligament (ACL) reconstruction with irradiated bone-patellar tendon-bone (BPTB) allograft compared with non-irradiated allograft and autograft. METHODS: All BPTB allografts were obtained from a single tissue bank and the irradiated allografts were sterilized with 2.5 mrad of irradiation prior to distribution. A total of 68 patients undergoing arthroscopic ACL reconstruction were prospectively randomized consecutively into one of the two groups (autograft and irradiated allograft groups). The same surgical technique was used in all operations done by the same senior surgeon. Before surgery and at the average of 31 months of follow-up (ranging from 24 to 47 months), patients were evaluated by the same observer according to objective and subjective clinical evaluations. RESULTS: Of these patients, 65 (autograft 33, irradiated allograft 32) were available for full evaluation. When the irradiated allograft group was compared to the autograft group at the 31-month follow-up by the Lachman test, the anterior drawer test (ADT), the pivot shift test, and KT-2000 arthrometer test, statistically significant differences were found. Most importantly, 87.8% of patients in the autograft group and just only 31.3% in the irradiated allograft group had a side-to-side difference of less than 3 mm according to KT-2000. The failure rate of the ACL reconstruction with irradiated allograft (34.4%) was higher than that with autograft (6.1%). The anterior and rotational stabilities decreased significantly in the irradiated allograft group. According to the overall International Knee Documentation Committee (IKDC), functional and subjective evaluations, and activity level testing, no statistically significant differences were found between the two groups. Besides, patients in the irradiated allograft group had a shorter operation time and a longer duration of postoperative fever. When the patients had a fever, the laboratory examinations of all patients were almost normal. Blood routine was normal, the values of erythrocyte sedimentation rate (ESR) were 5~16 mm/h and the contents of C reactive protein (CRP) were 3-10 mg/L. CONCLUSION: We conclude that the short term clinical outcomes of the ACL reconstruction with irradiated BPTB allograft were adversely affected. The less than satisfactory results led the senior authors to discontinue the use of irradiated BPTB allograft in ACL surgery and not to advocate using the gamma irradiation as a secondary sterilizing method."
82,19282706,2009 Mar-Apr,,Reg Anesth Pain Med,"['Dauri M', 'Fabbi E', 'Mariani P', 'Faria S', 'Carpenedo R', 'Sidiropoulou T', 'Coniglione F', 'Silvi MB', 'Sabato AF']",Sabato AF,Continuous femoral nerve block provides superior analgesia compared with continuous intra-articular and wound infusion after anterior cruciate ligament reconstruction.,34,2,95-9,['English'],9804508,1098-7339,1532-8651,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19282706', '10.1097/AAP.0b013e31819baf98', '00115550-200903000-00003']",10.1097/AAP.0b013e31819baf98,"['2009/03/14 09:00', '2009/03/14 09:00', '2009/04/02 09:00']",[],1,0,Regional anesthesia and pain medicine,doi: 10.1097/AAP.0b013e31819baf98,2009 Mar-Apr;34(2):95-9,"BACKGROUND AND OBJECTIVES: This prospective, randomized, clinical trial compared pain intensity and analgesic drug consumption after anterior cruciate ligament (ACL) reconstruction with patellar tendon under femoral-sciatic nerve block anesthesia in patients who received either a continuous femoral nerve block (CFNB) or continuous local anesthetic wound and intra-articular infusions. METHODS: Fifty patients were randomized to CFNB (n = 25) or an ON-Q device (I-Flow Corp, Lake Forest, Calif) (n = 25). All patients received sciatic nerve block (25 mL of ropivacaine 7.5 mg/mL and clonidine 30 microg). The first group received a CFNB (2 mg/mL of ropivacaine at 7 mL/hr), and the second group received a single-shot femoral nerve block (both using 25 mL of ropivacaine 7.5 mg/mL and clonidine 30 microg). At the end of the intervention, an ON-Q device was positioned on the ON-Q patients to continuously infuse the patellar tendon wound and intra-articular cavity with ropivacaine 2 mg/mL at 2 mL/hr for each catheter. Data regarding demographic, hemodynamic, pain scores, adverse effects, and need for supplemental analgesia were registered in a 36-hr follow-up period. RESULTS: The CFNB group reported lower visual analog scale values than the ON-Q group: at rest at 12 hrs (2.4 [SD, 2.2] vs 5.4 [SD, 3.1]; P < 0.001) and on movement at 12 (3.1 [SD, 2.5] vs 6.3 [SD, 2.9]; P < 0.001) and 24 hrs (2.7 [SD, 1.9] vs 4.6 [SD, 2.6]; P = 0.01) after surgery. The number of morphine and ketorolac boluses was lower in the CNFB group (morphine: 3.2 [SD, 2.2] vs 6.2 [SD, 2.5]; P < 0.001; ketorolac: 1.1 [SD, 1.0] vs 2.4 [SD, 0.9]; P < 0.001). CONCLUSION: Continuous femoral nerve block provides better analgesia than the continuous patellar tendon wound and intra-articular infusions after anterior cruciate ligament reconstruction with patellar tendon."
83,19280799,2009 Jan-Feb,,Electromyogr Clin Neurophysiol,"['Rosenthal MD', 'Moore JH', 'Stoneman PD', 'DeBerardino TM']",DeBerardino TM,Neuromuscular excitability changes in the vastus medialis following anterior cruciate ligament reconstruction.,49,1,43-51,['English'],0327533,0301-150X,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['19280799'],,"['2009/03/14 09:00', '2009/03/14 09:00', '2009/04/14 09:00']",[],1,0,Electromyography and clinical neurophysiology,,2009 Jan-Feb;49(1):43-51,"PURPOSE: Quadriceps weakness following anterior cruciate ligament reconstruction (ACLR) is prevalent despite intensive rehabilitation. Diminished neuromuscular excitability is one potential factor that may limit muscular recovery following injury or surgery. The H-reflex provides a measure of alpha motorneuron (neuromuscular) excitability in the sensory-motor pathway of the respective muscle and nerve. To date the vastus medialis (VM) and soleus (SOL) H-reflexes have been examined primarily in control subjects with induced knee joint effusion. This prospective, randomized clinical trial evaluated the affect of ACLR, utilizing hamsting (HS) or bone-patellar tendon-bone (BTB) autograft, on VM and SOL H-reflex latency and amplitude in twenty subjects. METHODS: Preoperatively bilateral VM and SOL H-reflex tests were conducted. VM and SOL H-reflexes were subsequently conducted on the involved lower extremity at 1 and 3 months post surgery. At each test session subjects completed visual analog scales and knee girth was measured. RESULTS: The VM H-reflex amplitude increased in the HS group at 3 months compared to 1-month post surgery (p<.05). Significant changes over time were also noted in the visual analog pain and functional scales and the mid-patella girth. CONCLUSIONS: The increased VM H-reflex amplitude at 3 months following HS autograft ACLR demonstrates an increase in VM neuromuscular excitability. Increased VM neuromuscular excitability was not evident in patients following BTB reconstruction. The increased neuromuscular excitability, observed only in the HS group, warrants consideration when selecting graft type for patients with extensive preoperative quadriceps dysfunction."
